house_area,house_fitmend,house_located,house_name,house_room,house_towards,total_price,unit_price
165,简装,天通苑,天通苑中苑 ,4室3厅,南 北,650,39385
232,简装,天通苑,九台庄园 ,4室2厅,南 北,1100,47247
185,精装,望京,大西洋新城B区 ,4室2厅,西南 东北,1572,84918
211,精装,望京,大西洋新城D区 ,4室1厅,南 北,1750,82837
89,精装,酒仙桥,亮马嘉园 ,2室1厅,东 西,584,64925
52,精装,回龙观,北京农职院家属楼 ,2室1厅,南 北,340,64936
97,精装,上地,当代城市家园 ,2室2厅,南 北,720,73485
148,精装,鲁谷,远洋山水 ,3室1厅,南 北,1200,80776
131,精装,马家堡,益城园 ,3室2厅,南 北,873,66403
86,精装,垡头,翠成馨园 ,2室1厅,南 北,485,55825
144,精装,天通苑,天通西苑二区 ,3室1厅,西北,460,31903
83,精装,安宁庄,天巢园 ,2室1厅,南 北,366,43996
54,简装,大峪,惠民家园 ,1室1厅,南,213,38834
72,简装,北苑,北苑家园绣菊园 ,1室1厅,西,370,50923
75,精装,崇文门,国瑞城东区 ,2室1厅,西北,660,87476
63,简装,十里堡,十里堡北里 ,2室1厅,南,365,57681
59,简装,甘家口,彩电宿舍 ,2室1厅,南 北,520,87395
49,精装,玉泉营,万年花城四期 ,1室0厅,西,320,64883
59,精装,崇文门,新景家园东区 ,1室1厅,南,600,101215
73,简装,顺义城,西辛南区 ,2室1厅,南 北,275,37193
200,精装,望京,大西洋新城D区 ,4室2厅,南 北,1700,84738
140,精装,奥林匹克公园,澳林春天三期 ,3室2厅,南 北,1260,89943
213,精装,亦庄,金地格林小镇 ,4室2厅,南 北,1250,58428
202,精装,广渠门,北京上舍 ,4室2厅,南 北,2020,99778
266,精装,东花市,宝润苑 ,4室2厅,东 西,1750,65561
229,精装,望京,宝星国际三期 ,4室1厅,东南 北,1870,81315
243,精装,阎村,绿城百合公寓玉泉苑 ,7室2厅,南 北,750,30776
118,精装,立水桥,清水园二期 ,3室2厅,南 北,660,55914
212,精装,北七家,西湖新村 ,5室2厅,南 北,550,25871
4,南 北,亚运村,紫玉山庄 ,联排别墅,280.34平米,2920,104160
247,精装,紫竹桥,中海雅园 ,4室3厅,西南 北,2050,82960
63,简装,金融街,宣武门西大街 ,2室1厅,西北,580,91773
176,精装,北关,天赐良园二期 ,4室2厅,南 北,720,40724
122,精装,十里堡,朝阳嘉园 ,3室2厅,西南,650,53135
214,简装,北七家,蓬莱苑A区 ,4室2厅,南 北,1450,67606
291,精装,燕莎,SOHO北京公馆 ,3室1厅,南 北,2000,68672
121,精装,通州北苑,天时名苑 ,2室2厅,南 北,645,53174
55,精装,知春路,蓟门东里 ,2室1厅,南,462,83244
139,精装,北七家,名流花园 ,3室1厅,南 北,520,37394
162,精装,梨园,云景里白瓷砖 ,4室1厅,南 北,580,35693
77,精装,劲松,建业苑 ,2室1厅,南 北,490,63439
89,精装,马驹桥,融科香雪兰溪 ,3室1厅,南 北,340,38091
66,精装,亚运村,安慧里二区 ,2室2厅,西南,545,81857
99,简装,城子,城子大街132号院 ,2室1厅,东 西,380,38330
66,精装,首都机场,东平里 ,2室1厅,南 北,278,41843
68,精装,六铺炕,六铺炕二区 ,2室1厅,南 北,940,137629
83,精装,石佛营,朝阳捷座 ,2室1厅,东,535,64427
107,精装,黄村中,时代龙和 ,2室2厅,南 北,480,44536
60,精装,三元桥,曙光里 ,2室1厅,南,458,75992
86,精装,八角,融景城 ,2室1厅,南,550,63241
81,简装,枣园,枣园小区 ,3室1厅,南 北,340,41862
81,简装,枣园,枣园小区 ,3室1厅,南 北,340,41862
54,简装,安贞,安华里一区 ,2室1厅,东 西,422,77860
54,精装,中关村,大泥湾 ,2室1厅,南 北,550,100146
35,其他,广安门,荣丰2008 ,1室1厅,西,325,91964
166,其他,北苑,万科星园 ,3室2厅,南,1270,76456
71,精装,双桥,金隅康惠园 ,2室1厅,西南,312,43455
159,简装,马连洼,圆明园花园别墅 ,3室2厅,南 北,1128,70549
105,精装,大望路,风度柏林 ,2室1厅,西,840,79978
54,简装,双榆树,双榆树北路 ,2室1厅,东 北,465,86112
192,精装,亚运村小营,远洋万和城A区 ,4室1厅,南 北,2200,114548
90,精装,广安门,红山世家 ,2室1厅,西,954.5,104948
96,简装,双井,九龙花园 ,2室2厅,南 北,600,62080
150,精装,双桥,水郡长安 ,3室1厅,南 北,700,46364
202,精装,燕莎,嘉和丽园 ,3室2厅,东南,1350,66733
99,简装,苹果园,金顶街五区 ,2室1厅,西,450,45336
81,精装,管庄,汇鸿家园 ,2室1厅,南,462,56932
82,简装,潞苑,华龙小区 ,2室1厅,南 北,310,37626
81,简装,潘家园,华威北里 ,2室1厅,南 北,530,64975
150,精装,亚运村小营,嘉铭桐城C区 ,3室2厅,西南 北,1160,77169
117,精装,紫竹桥,美林花园 ,2室2厅,东,1059,89967
58,精装,劲松,农光南里 ,1室1厅,南,335,57432
65,简装,CBD,南郎家园 ,2室1厅,南 北,550,83498
104,简装,黄村中,瑞康家园 ,2室1厅,南,470,44822
114,精装,黄村北,郁花园二里 ,2室2厅,南 北,520,45388
97,简装,石佛营,石佛营东里小区 ,3室1厅,东 南 北,565,57807
126,简装,成寿寺,四方景园四区 ,3室1厅,东 西,685,53993
79,简装,天宁寺,广安门外车站东街 ,3室1厅,南 北,730,92184
127,精装,北苑,北苑家园茉藜园 ,3室1厅,东南,760,59819
84,简装,马连洼,天秀花园安和园 ,2室2厅,南 北,666,78808
77,简装,军博,莲花池东路9号院 ,2室1厅,西南,622,79898
58,简装,玉泉路,复兴路46号院 ,2室2厅,东,485,83535
95,精装,望京,国风上观 ,2室1厅,南,940,98296
96,毛坯,顺义城,港馨家园东区 ,2室1厅,南 北,325,33561
139,简装,双桥,珠江绿洲 ,3室2厅,东南 北,640,45892
101,精装,高碑店,阿曼寓所 ,2室1厅,东 西,627,61933
106,简装,安宁庄,安宁里南区 ,3室1厅,西北,575,54032
123,简装,望京,都市心海岸 ,2室2厅,东南 西北,790,64150
54,精装,六铺炕,大石桥胡同10号院 ,2室1厅,南 北,755,139815
114,精装,亚运村,华悦国际公寓 ,2室2厅,南 北,1300,113906
123,简装,牛街,南线阁37号院 ,3室1厅,南 西,1100,89048
57,精装,酒仙桥,芳园南里 ,2室1厅,南 北,330,57522
77,精装,卢沟桥,沸城 ,2室1厅,西北,348,44800
57,毛坯,大红门,苗圃西里 ,2室1厅,南 北,290,50523
88,精装,观音寺,观音寺新区 ,2室2厅,南 北,350,39410
161,精装,望京,绿荫芳邻 ,3室2厅,南 北,1030,63695
59,精装,西北旺,东馨园 ,2室1厅,南 北,415,69283
79,简装,马驹桥,东亚瑞晶苑 ,2室1厅,南,255,32120
64,简装,菜户营,鹏润家园 ,2室1厅,东,405,63114
88,精装,海淀其它,前沙涧路7号院 ,2室1厅,南 北,330,37163
153,精装,四惠,通惠家园 ,3室2厅,南 北,820,53518
75,简装,望京,南湖中园一区 ,2室1厅,东 西,520,69278
63,精装,苹果园,模式口西里 ,2室1厅,南,248,39222
150,简装,良乡,鸿顺园西区 ,4室1厅,南 北,399,26551
65,简装,良乡,明源南里 ,2室1厅,南 北,205,31308
103,简装,旧宫,云龙家园 ,3室1厅,东 南 北,440,42390
179,精装,亚运村,亚奥观典 ,3室1厅,西南,1350,75084
83,精装,回龙观,通达园 ,2室1厅,东 西,450,53700
291,精装,酒仙桥,星城国际 ,4室2厅,南 西,1380,47356
161,精装,亦庄开发区其它,悦廷 ,4室2厅,南 北,818,50550
89,精装,立水桥,北京北 ,2室1厅,东南,486,54399
88,简装,角门,阳光花园 ,2室1厅,南 北,628,71316
125,精装,黄村北,双高花园 ,3室2厅,南 北,560,44540
96,精装,成寿寺,静馨嘉苑 ,2室1厅,东,510,52659
90,简装,良乡,鸿顺园西区 ,2室1厅,南 北,292,32441
92,精装,玉泉路,玉阜嘉园 ,2室2厅,东北,616,66574
83,精装,北苑,北苑家园望春园 ,2室1厅,西南,520,62157
121,精装,十八里店,恋日绿岛 ,3室1厅,东南 北,495,40745
62,简装,燕莎,三源里南小街 ,2室1厅,南 北,430,68702
153,精装,青塔,天鸿美域 ,3室2厅,南 北,975,63535
141,精装,双桥,远洋一方花语苑 ,3室1厅,南 北,820,58136
53,精装,甘家口,阜南小区 ,2室1厅,南,565,106204
159,精装,望京,圣馨大地 ,3室1厅,东南,1170,73231
145,毛坯,天通苑,合木山庄 ,3室2厅,南 北,768,52937
134,精装,双井,CBD总部公寓二期 ,3室1厅,南 北,1205,89899
91,精装,亦庄,林肯公园 ,2室1厅,南 北,580,63285
86,精装,朝青,雅成一里 ,2室1厅,西,480,55364
104,简装,朝青,汇成家园 ,2室1厅,南 北,700,67018
57,简装,安贞,安贞西里 ,2室1厅,南 北,425,74366
81,简装,杨庄,黄南苑 ,2室1厅,南,405,49908
90,精装,望京,望京西园二区 ,2室1厅,南,580,64089
60,简装,定福庄,福怡苑 ,2室1厅,东 西,290,47627
107,精装,黄村中,时代龙和 ,2室2厅,南 北,480,44536
159,精装,望京,圣馨大地 ,3室1厅,东南,1170,73231
63,精装,垡头,金蝉北里 ,1室1厅,西,299,47020
72,简装,滨河西区,绮霞苑 ,2室1厅,东 南 北,303,41748
63,精装,朝青,青年汇佳园 ,1室1厅,西,460,72225
178,精装,望京,保利中央公园 ,4室2厅,南 北,2150,120354
105,精装,杨庄,茂华景公阁 ,2室1厅,南 北,750,71280
74,精装,沙河,民园小区 ,2室1厅,东 西,260,34713
109,简装,国展,力鸿花园 ,2室1厅,西南,850,77975
164,精装,首都机场,蓝天苑 ,3室2厅,南 北,630,38315
139,精装,北苑,万科星园 ,3室1厅,东南,1200,86195
65,精装,亚运村,安慧里二区 ,2室1厅,东南,518,78569
74,精装,后沙峪,空港吉祥花园 ,2室1厅,东南,380,51069
106,精装,双井,九龙花园 ,2室1厅,东,700,65605
86,精装,沙河,北街家园五区 ,2室1厅,南 北,430,49603
72,精装,亚运村小营,世纪村西区 ,3室1厅,南 西 北,530,73084
114,精装,天通苑,天通苑东二区 ,2室1厅,南 北,450,39141
108,精装,安宁庄,清上园 ,2室1厅,西南,698,64481
106,简装,枣园,枣园东里 ,3室1厅,南 北,460,43242
124,简装,霍营,龙锦苑东五区 ,3室2厅,南 北,485,38869
73,精装,东直门,民安小区东羊管胡同 ,2室1厅,南 北,760,102717
81,精装,回龙观,领秀慧谷A区 ,2室2厅,南 北,370,45550
67,其他,鲁谷,远洋山水 ,2室1厅,东,436,64564
88,其他,长阳,原香小镇一区 ,2室1厅,南 北,355,40291
59,精装,高碑店,富华家园 ,1室1厅,东南,290,48962
89,精装,回龙观,风雅园二区 ,2室1厅,东 西,390,43368
65,精装,霍营,天鑫家园 ,1室1厅,南 北,358,55027
72,精装,学院路,建清园 ,2室1厅,南 北,616,84907
85,其他,苹果园,西山枫林一二期 ,2室1厅,东南,440,51523
66,简装,西红门,鸿坤理想城大满贯 ,2室1厅,西,305,45955
73,精装,东直门,民安小区东羊管胡同 ,2室1厅,南 北,760,102717
67,精装,管庄,柏林爱乐三期 ,2室1厅,东,405,60412
78,精装,官园,大乘巷 ,3室1厅,东 南 北,864,109924
60,简装,垡头,垡头北里 ,2室1厅,南,270,44791
60,简装,木樨地,西便门外大街 ,2室1厅,东 西 北,698,116160
89,精装,亦庄,金色漫香林二期 ,2室1厅,南 北,485,53901
147,精装,天通苑,天通苑北二区 ,3室2厅,南 北,575,38897
131,其他,十里堡,都会华庭 ,2室1厅,西南,730,55586
91,简装,东坝,首开常青藤一期 ,3室1厅,南 北,635,69293
99,精装,定福庄,定福家园1号院 ,3室1厅,南 北,480,48044
123,其他,长阳,碧桂园小区C区 ,3室2厅,南 北,400,32319
139,精装,成寿寺,中海城圣朝菲 ,3室2厅,南 北,925,66204
59,简装,黄村火车站,车站北里 ,2室1厅,南 北,242,41010
85,其他,赵公口,彩虹城二区 ,2室1厅,南 北,510,59671
62,精装,西红门,兴海家园月苑 ,1室1厅,南 北,303,48403
57,精装,和平里,安外花园 ,2室1厅,南 北,560,96602
59,简装,五棵松,六建 ,2室1厅,南,500,83613
103,精装,北苑,北苑家园望春园 ,2室1厅,东南,610,58943
53,其他,海淀北部新区,北分厂 ,2室1厅,南 北,325,60748
68,简装,滨河西区,葡东小区 ,2室1厅,南 北,243,35346
53,简装,酒仙桥,芳园里 ,2室1厅,南 北,315,58846
143,精装,朝青,国美第一城3号院 ,3室2厅,南 北,890,61828
70,精装,望京,北纬40度二期 ,1室1厅,南,585,82558
68,精装,良乡,阳光邑上 ,2室1厅,东 西 北,270,39619
52,简装,玉泉营,郑王坟141号院 ,3室1厅,南 北,305,57875
53,其他,杨庄,古城环卫楼 ,2室1厅,东 西,258,47965
129,其他,鲁谷,远洋山水 ,2室1厅,南 北,950,73615
126,精装,北苑,北苑家园莲葩园 ,2室1厅,西南,580,45941
81,简装,崇文门,新景家园东区 ,2室2厅,南 北,860,105600
84,简装,燕莎,三源里街 ,2室1厅,南,550,65089
143,精装,西北旺,百草园 ,4室2厅,南 北,980,68379
124,精装,回龙观,和谐家园一区 ,3室1厅,南 北,506,40523
78,简装,北关,天赐良园东三期 ,2室1厅,东 西,350,44389
89,精装,亚运村小营,远洋万和城B区 ,2室1厅,南 北,1050,116784
88,简装,方庄,首开璞瑅 ,2室1厅,西北,750,84603
117,精装,CBD,温莎大道 ,1室1厅,南,1020,86588
66,精装,枣园,彩虹新城 ,1室1厅,西 北,345,51826
90,精装,鼓楼大街,金隅万科城 ,2室1厅,东南,390,43324
69,精装,西直门,长河湾 ,1室0厅,北,662,94775
69,简装,红庙,慈云寺 ,3室1厅,南 北,397,57462
59,简装,马连道,馨莲茗园 ,1室1厅,北,469,78402
58,其他,西关环岛,西环里 ,2室1厅,南 北,220,37575
129,毛坯,顺义其它,顺鑫澜庭 ,3室2厅,南 北,351,27019
104,精装,朝阳公园,丽水嘉园 ,2室2厅,东南,838,79924
54,精装,中关村,大泥湾 ,2室1厅,南 北,550,100146
277,其他,枣园,翡翠城五期 ,4室2厅,南 北,1700,61332
214,精装,望京,华鼎世家一期 ,3室2厅,南 北,1400,65290
155,精装,北苑,山水蓝维 ,3室2厅,南 北,1250,80537
166,精装,欢乐谷,紫南家园 ,4室2厅,南 北,880,52771
229,简装,西红门,绿林苑 ,6室2厅,南 北,738,32114
183,精装,东坝,奥林匹克花园一期 ,4室3厅,南 西 北,1220,66323
159,精装,朝青,珠江罗马嘉园西区 ,3室1厅,南,1100,68880
164,精装,崇文门,新怡家园 ,3室2厅,南 北,2200,134147
147,精装,望京,望京西园三区 ,3室1厅,南 北,1180,79963
184,简装,菜户营,鹏润家园 ,3室1厅,东 西北,920,49822
151,简装,菜户营,鹏润家园 ,3室1厅,东 西北,870,57256
101,精装,科技园区,怡海花园富润园 ,2室1厅,东南,620,60833
101,简装,霍营,龙锦苑东二区 ,2室1厅,南 北,410,40454
98,简装,地安门,菊儿胡同 ,4室1厅,南 北,1180,120298
98,精装,劲松,农光东里 ,2室1厅,东,610,61648
98,精装,望京,北纬40度二期 ,2室2厅,南 北,840,85340
104,简装,石佛营,环卫家园 ,2室1厅,东 南,500,47958
62,简装,六里桥,六里桥北里 ,2室1厅,西北,385,61699
120,简装,玉泉营,三环新城6号院 ,3室2厅,南 北,698,57926
187,精装,立水桥,明天第一城5号院 ,3室2厅,南 北,670,35778
87,简装,东坝,朝阳新城五区 ,2室1厅,南 北,395,44928
96,精装,宋家庄,政怡家园 ,2室1厅,东,530,55128
108,简装,亚运村小营,亚运花园 ,2室1厅,西南,680,62882
129,精装,四季青,曙光花园 ,3室2厅,南 北,1240,95909
108,简装,北苑,平安嘉苑 ,3室2厅,东南,680,62512
70,精装,六铺炕,六铺炕三区 ,3室1厅,东南,988,140541
75,简装,果园,艺苑西街9号院 ,3室1厅,南 北,315,41513
149,精装,万柳,碧水云天 ,3室2厅,东 南 北,2300,154135
48,简装,牛街,白广路6号院 ,1室1厅,南,435,90418
40,简装,五道口,展春园 ,2室1厅,南 北,370,91812
55,精装,双井,苹果社区南区 ,1室0厅,北,463,83756
73,精装,天宫院,金融街融汇 ,2室1厅,南,325,43925
97,精装,望京,望京西园一区 ,2室2厅,南 北,595,60914
109,简装,顺义城,裕龙六区 ,3室1厅,南 北,395,35955
80,精装,西红门,宏福园 ,2室1厅,南 北,335,41626
57,精装,双榆树,知春东里 ,2室1厅,南 北,630,108809
369,精装,天通苑,天通苑本一区 ,5室2厅,南 北,920,24887
175,简装,西三旗,沁春家园 ,3室2厅,南 北,860,49045
119,简装,望京,大西洋新城A区 ,3室2厅,南 北,1075,89711
187,精装,双井,富力城B区 ,4室2厅,南 北,1850,98894
146,精装,双桥,双桥北内小区 ,4室2厅,南 北,485,33014
47,简装,官园,前半壁街 ,1室1厅,东,510,106695
146,精装,回龙观,风雅园二区 ,4室1厅,南 北,565,38551
205,精装,潞苑,尚东庭 ,4室2厅,南 北,1130,54967
149,精装,北七家,王府温馨公寓 ,3室3厅,南 北,435,29051
89,简装,常营,保利嘉园一号院 ,2室2厅,东南 西南,395,43904
124,精装,朝青,华纺易城 ,3室1厅,南 北,930,74862
64,简装,马甸,裕中西里 ,2室1厅,东南,787,122586
57,精装,和平里,青年沟 ,2室1厅,南 北,530,91443
64,精装,朝青,天鹅湾北区 ,2室2厅,东 西 北,800,123629
92,精装,亦庄,林肯公园 ,2室1厅,南 北,600,64950
136,简装,回龙观,通达园 ,3室2厅,南 北,600,44040
82,简装,常营,北辰福第一号院 ,2室1厅,南,375,45329
140,精装,定福庄,美然动力A1区 ,3室2厅,南 北,685,48901
123,简装,牛街,南线阁37号院 ,3室1厅,南 西,1100,89048
57,精装,酒仙桥,芳园南里 ,2室1厅,南 北,330,57522
77,精装,卢沟桥,沸城 ,2室1厅,西北,348,44800
57,毛坯,大红门,苗圃西里 ,2室1厅,南 北,290,50523
88,精装,观音寺,观音寺新区 ,2室2厅,南 北,350,39410
161,精装,望京,绿荫芳邻 ,3室2厅,南 北,1030,63695
59,精装,西北旺,东馨园 ,2室1厅,南 北,415,69283
79,简装,马驹桥,东亚瑞晶苑 ,2室1厅,南,255,32120
64,简装,菜户营,鹏润家园 ,2室1厅,东,405,63114
88,精装,海淀其它,前沙涧路7号院 ,2室1厅,南 北,330,37163
93,精装,回龙观,云趣园二区 ,2室1厅,南 北,440,47054
59,简装,西罗园,西革新里110号院 ,2室1厅,南 北,417,69885
78,简装,高碑店,兴隆家园 ,2室1厅,西南,475,60859
102,精装,回龙观,新龙城 ,2室1厅,南 北,485,47517
93,精装,回龙观,云趣园二区 ,2室1厅,南 北,440,47054
124,简装,马家堡,西马金润一区 ,2室2厅,南 北,674,53925
108,简装,旧宫,宣颐家园 ,2室2厅,南 北,520,47795
87,精装,卢沟桥,晓月苑二里 ,3室1厅,南 北,382,43633
68,精装,双桥,金隅康惠园 ,2室1厅,西南,290,42392
110,精装,清河,怡清园 ,3室1厅,南 西 北,595,54037
91,精装,双桥,远洋一方花语苑 ,2室1厅,东南,515,56119
89,精装,望京,望京新城 ,2室1厅,东南,625,69849
97,精装,玉泉营,万年花城四期 ,2室1厅,南,659,67876
96,精装,九棵树(家乐福),新翠景园 ,2室1厅,南 北,386,40009
105,精装,望京,望馨花园 ,2室1厅,东南,860,81163
42,简装,和平里,和平里五区 ,1室1厅,东南,430,100280
80,毛坯,牡丹园,塔院小区 ,3室1厅,南 北,720,90000
63,精装,十里堡,八里庄南里 ,2室1厅,南 北,415,65738
77,精装,十里堡,八里庄南里 ,3室1厅,南 北,456,58605
95,简装,刘家窑,方南家园一期 ,3室1厅,西北,500,52291
70,精装,和义,红星楼 ,3室1厅,南 北,330,46611
100,简装,霍营,龙锦苑东三区 ,2室1厅,南 北,370,36971
139,简装,双桥,珠江绿洲 ,3室2厅,东南 北,640,45892
151,精装,望京,上京新航线 ,3室2厅,南 北,1359,89953
160,精装,成寿寺,文成建筑 ,3室2厅,南,1050,65519
156,精装,德胜门,新外大街28号院 ,3室2厅,南 北,1980,126761
139,精装,天通苑,天通苑北一区 ,3室1厅,西南,470,33651
63,简装,垡头,垡头西里二区 ,3室1厅,东北,300,47356
63,简装,东大桥,向军北里 ,2室1厅,东 西,460,72797
68,简装,新宫,南庭新苑北区 ,2室1厅,南 北,375,54641
118,精装,望京,季景沁园 ,2室2厅,南 北,950,80386
89,简装,甜水园,延静东里 ,2室1厅,西,530,59404
92,精装,马连洼,天秀花园澄秀园 ,2室1厅,南 北,650,70461
92,精装,冯村,丽景长安 ,2室1厅,南 北,435,47227
47,其他,新华大街,西营前街 ,2室1厅,南,230,48360
62,简装,鲁谷,永乐西区 ,2室1厅,南 北,320,51597
90,精装,潘家园,弘善家园 ,2室1厅,东南,510,56491
66,精装,燕莎,新源街 ,3室1厅,西南 东北,460,69697
130,精装,马甸,阳光丽景 ,3室1厅,东南,2090,159909
106,其他,四季青,望河园 ,3室1厅,西南,1040,98104
58,精装,右安门内,新安南里 ,2室1厅,东 西,550,93490
135,精装,四惠,远洋天地二期 ,3室2厅,西南 北,870,64065
59,精装,太平桥,太平桥小区 ,2室1厅,南,395,66555
89,简装,八角,西引力 ,2室1厅,东 西,465,52066
64,精装,定福庄,福怡苑 ,2室1厅,东 西,226,35230
152,其他,黄村中,清澄名苑南区 ,3室2厅,南 北,620,40718
69,简装,北七家,名佳花园一区 ,2室1厅,南 北,325,46723
100,简装,管庄,柏林爱乐二期 ,2室1厅,东 西,540,53914
151,精装,望京,绿荫芳邻 ,3室2厅,南 北,1100,72393
99,精装,北苑,北苑家园望春园 ,2室1厅,西南 北,540,54535
55,简装,卢沟桥,卢沟桥南里 ,2室1厅,南 北,256,46487
100,简装,管庄,柏林爱乐二期 ,2室1厅,东 西,540,53914
151,精装,望京,绿荫芳邻 ,3室2厅,南 北,1100,72393
62,精装,十里堡,八里庄南里 ,2室1厅,南,380,60366
123,简装,岳各庄,丰体时代花园 ,3室1厅,西北,555,44882
107,精装,黄村北,顺驰领海 ,3室2厅,南 北,630,58698
101,精装,百子湾,百子湾家园三区 ,2室1厅,南,529,52366
98,精装,梨园,站前巴黎 ,2室1厅,南 北,442,44719
75,精装,清河,永泰园 ,2室1厅,西南 北,510,67541
73,简装,马甸,文联宿舍 ,3室1厅,南 北,1006,137809
105,精装,望京,季景沁园 ,2室2厅,南,930,88069
59,简装,和平里,民旺园 ,2室1厅,南 北,580,96683
81,精装,顺义城,前进花园一区 ,2室1厅,南 北,294,35920
115,精装,立水桥,佳运园二期 ,3室1厅,南 北,580,50322
83,简装,看丹桥,新华街五里 ,3室1厅,南 北,408,48828
64,精装,十里堡,十里堡北里 ,2室1厅,南 北,376,58395
55,精装,马甸,马甸南村 ,2室1厅,西 北,740,132855
98,精装,回龙观,龙兴园北区 ,3室2厅,南 北,450,45524
158,精装,青塔,万科紫苑 ,3室1厅,南 北,1230,77393
91,精装,长阳,原香小镇一区 ,3室1厅,南 北,365,39804
57,简装,新街口,德胜门西大街64号 ,2室1厅,南,580,101577
61,简装,西坝河,西坝河东里 ,2室1厅,南 北,439,71674
88,其他,青塔,兆丰园 ,2室2厅,西南,450,50625
120,其他,马家堡,星河城东区 ,3室1厅,西南,798.5,65998
57,简装,双桥,天泰新房苑 ,1室1厅,南 北,298,51827
63,精装,甘家口,建设部大院 ,1室1厅,西,660,104530
65,简装,苏州桥,小南庄社区 ,2室1厅,南 北,555,84424
85,简装,九棵树(家乐福),怡乐北街 ,2室1厅,南 北,355,41506
163,精装,双井,富力城D区 ,3室2厅,南 北,1750,106871
92,精装,南沙滩,公安局宿舍 ,2室1厅,东南,650,69953
91,精装,双桥,华美橡树岭 ,2室1厅,南 北,439,47749
89,精装,西三旗,富力桃园C区 ,2室1厅,南 北,565,63037
103,精装,北苑,北苑家园望春园 ,2室1厅,东南,610,58943
53,其他,海淀北部新区,北分厂 ,2室1厅,南 北,325,60748
68,简装,滨河西区,葡东小区 ,2室1厅,南 北,243,35346
53,简装,酒仙桥,芳园里 ,2室1厅,南 北,315,58846
143,精装,朝青,国美第一城3号院 ,3室2厅,南 北,890,61828
70,精装,望京,北纬40度二期 ,1室1厅,南,585,82558
67,其他,鲁谷,远洋山水 ,2室1厅,东,436,64564
88,其他,长阳,原香小镇一区 ,2室1厅,南 北,355,40291
149,精装,亦庄,林肯公园 ,3室2厅,南 北,1100,73772
61,简装,马甸,裕中西里 ,2室1厅,南 北,767,124919
64,精装,西红门,金荣园 ,2室1厅,南 北,264,40924
150,精装,广安门,荣丰2008 ,3室2厅,西北,1150,76170
123,简装,回龙观,龙跃苑东四区 ,3室1厅,南 北,550,44593
85,精装,望京,大西洋新城C区 ,2室1厅,西南 东北,860,100386
188,精装,十里河,山水文园三期 ,3室1厅,东北,1400,74216
147,精装,亦庄,林肯公园 ,3室2厅,南 北,1000,67977
104,简装,四季青,曙光花园 ,2室1厅,西南,860,82518
70,简装,五道口,科源小区 ,2室1厅,南 北,830,118572
56,精装,知春路,蓟门北里 ,2室1厅,南 北,490,86116
120,精装,回龙观,佰嘉城 ,3室1厅,南 北,470,38876
65,精装,中关村,航天社区 ,2室1厅,东南,770,116844
63,其他,回龙观,领秀慧谷A区 ,1室1厅,南,290,45713
48,精装,广安门,荣丰2008 ,2室1厅,南,700,142974
71,精装,霍营,华龙苑南里 ,2室1厅,南 北,355,49313
157,精装,天通苑,天通苑东三区 ,3室1厅,东南,550,34997
74,精装,朝阳门内,朝阳门南小街 ,2室1厅,南 北,880,117365
49,精装,甜水园,甜水园北里 ,1室1厅,东南,326,66504
54,简装,西罗园,西罗园一区 ,2室1厅,南 北,300,55556
77,精装,菜户营,金泰城丽湾 ,2室1厅,东南,660,85283
81,精装,立水桥,溪城家园 ,2室1厅,南 西 北,395,48473
148,精装,百子湾,金都杭城西区 ,3室2厅,西南 北,1060,71175
210,精装,陶然亭,陶然湖景 ,4室2厅,南 北,2470,117491
63,毛坯,西三旗,建材城西二里 ,2室1厅,南 北,370,58638
58,简装,灯市口,骑河楼大街 ,2室1厅,东 西,656,112619
54,精装,地安门,东棉花胡同 ,2室1厅,东 西,680,124315
63,其他,学院路,城华园 ,1室1厅,西,385,60345
56,精装,清河,强佑清河新城 ,1室0厅,东北,350,62223
65,简装,清河,水木天成 ,1室1厅,北,420,64054
64,精装,西直门,铁道科学研究院 ,2室1厅,南 北,555,86584
138,精装,回龙观,龙跃苑四区 ,3室1厅,南 北,520,37491
75,精装,望京,季景沁园 ,1室1厅,东,610,81107
131,精装,北苑,北京青年城 ,3室2厅,南 北,787,59953
115,简装,甘露园,朝阳无限 ,2室1厅,西,620,53587
82,精装,十里堡,爱这城一期 ,2室1厅,西北,660,80478
87,简装,劲松,农光东里 ,2室1厅,西南,460,52874
114,精装,望京,朝庭公寓 ,2室1厅,南 北,880,76742
85,简装,马连洼,兰园 ,3室1厅,南 北,515,60241
72,简装,中关村,中关村 ,3室1厅,东 西,770,106575
41,精装,甘露园,康家园 ,1室1厅,南,262,62426
118,精装,新宫,翠海明苑 ,3室2厅,南 北,760,64184
102,精装,朝阳门内,朝阳门南小街 ,3室1厅,东 西,1150,111673
62,精装,安宁庄,清上园 ,2室1厅,东南,420,66901
105,其他,马连道,红莲北里17号院 ,3室1厅,西北,930,88060
122,其他,青塔,长安新城二区 ,2室1厅,南 北,675,55233
84,简装,天宫院,保利春天里 ,2室1厅,南,355,42027
57,其他,北太平庄,北太平庄路 ,2室1厅,南 北,513,89843
76,精装,十里堡,京棉新城 ,2室1厅,西北,420,54967
61,简装,西坝河,西坝河西里 ,2室1厅,南,428,69425
95,精装,方庄,芳城园一区 ,2室1厅,东南,535,56316
128,简装,劲松,华腾园 ,3室2厅,西南,870,67747
85,简装,定福庄,定福景园 ,2室1厅,南 北,462,54143
60,其他,马甸,新风北里 ,2室1厅,南,820,134869
