house_area,house_fitmend,house_located,house_name,house_room,house_towards,total_price,unit_price
64,简装,海淀其它,前沙涧路7号院 ,1室1厅,南 北,259,39920
67,简装,朝青,润枫水尚 ,1室1厅,南,600,88483
74,精装,北苑,天居园 ,1室1厅,东,500,67097
73,简装,后沙峪,三山新新家园 ,2室1厅,南 北,330,44856
88,精装,鼓楼大街,金隅万科城 ,3室2厅,南 北,452,51022
67,简装,和义,和义西里二区 ,2室1厅,南 北,324,47873
156,精装,科技园区,中海九号公馆 ,3室2厅,东 南 北,1280,81842
47,简装,工体,太平庄南里 ,2室1厅,南 北,358,75880
79,简装,菜户营,顺驰蓝调 ,2室1厅,东北,695,87257
84,精装,百子湾,美利山 ,2室1厅,东 西,547,64980
94,简装,良乡,玉竹园 ,2室1厅,南 北,280,29662
292,精装,三元桥,裘马都 ,4室2厅,东 南 北,2600,89032
94,精装,甘家口,中海馥园 ,2室1厅,东,1030,109215
47,精装,大望路,CBD传奇 ,1室0厅,南,380,79883
95,精装,长阳,碧桂园小区C区 ,2室2厅,东南,296,31158
87,简装,西二旗,领秀新硅谷1号院 ,3室2厅,南 北,720,82267
64,简装,鲁谷,永乐西区 ,2室1厅,南,338,52404
136,精装,马家堡,星河城东区 ,3室2厅,南 北,930,68177
151,精装,三元桥,UHN国际村 ,3室1厅,南 北,1450,95477
45,精装,建国门外,地杰长安驿 ,1室0厅,北,385,84672
86,简装,东坝,朝阳新城五区 ,2室1厅,南 北,456,52981
54,简装,右安门外,玉林东里三区 ,2室1厅,南 北,370,67531
178,精装,潞苑,珠江国际城一区 ,4室3厅,南 北,1070,59908
105,精装,广安门,朗琴园 ,3室2厅,西北,1190,112914
68,简装,滨河西区,葡东小区 ,2室1厅,南 北,265,38608
76,简装,蒲黄榆,蒲安东里 ,2室2厅,东南,458,59980
81,简装,东花市,东花市北里东区 ,2室1厅,南 北,810,98974
54,精装,苹果园,模式口南里 ,2室1厅,南,255,46893
75,精装,清河,小营东路6号院 ,3室1厅,南 北,510,67372
118,精装,青塔,长安新城一区 ,3室1厅,南 北,700,58864
107,精装,大红门,远洋自然 ,2室2厅,南 北,688,64024
46,精装,甜水园,甜水园北里 ,1室1厅,东南,310,65986
78,简装,广安门,莲花池南里 ,3室1厅,南,515,65689
65,简装,西直门,铁狮子巷 ,2室1厅,南 北,630,96924
74,简装,北苑,北苑家园茉藜园 ,2室1厅,东 西,430,57711
118,简装,回龙观,龙腾苑六区 ,3室1厅,南 西 北,535,45167
73,简装,苹果园,金顶街四区 ,2室1厅,南 北,369,49913
74,精装,大望路,后现代城 ,2室1厅,西,550,73383
69,简装,右安门外,祖家庄小区 ,3室1厅,南 北,455,65205
70,精装,方庄,芳城园一区 ,2室1厅,东 北,430,61429
50,简装,西直门,玉桃园三区 ,1室1厅,西,480,94862
52,精装,石佛营,炫特嘉园一期 ,1室1厅,东南,385,73954
86,精装,阜成门,百万庄大街甲21号院 ,3室0厅,南 北,1260,144995
58,简装,旧宫,大城小镇 ,1室1厅,东北,292,49889
45,简装,角门,怡然家园6号院 ,1室1厅,南,270,59198
93,简装,马连道,建茗苑 ,2室1厅,东,539.8,57925
63,其他,四季青,诚品建筑 ,1室1厅,东,630,99874
107,简装,亚运村,汇园公寓 ,2室2厅,南 北,760,70423
65,精装,霍营,天鑫家园 ,2室1厅,西南,345,53028
62,简装,苏州桥,万泉庄小区 ,2室1厅,南 北,550,88000
85,精装,长阳,首开熙悦山澜庭 ,2室1厅,南,338,39732
130,精装,燕莎,远洋新干线 ,2室1厅,西,1100,84577
72,简装,双榆树,双榆树北里 ,3室1厅,南 北,720,100000
136,精装,双桥,东一时区 ,3室2厅,西南,625,45849
109,简装,定福庄,定福家园1号院 ,3室2厅,东 南 北,498,45605
96,简装,顺义城,石园北区 ,2室2厅,南 北,335,34871
114,精装,顺义城,怡馨家园 ,2室2厅,南 北,510,44558
105,简装,大望路,后现代城 ,2室2厅,东,635,60207
88,精装,海淀其它,前沙涧路7号院 ,2室1厅,南 北,320,36037
65,精装,海淀其它,前沙涧路7号院 ,1室1厅,南,268,40954
103,精装,马驹桥,样本 ,2室1厅,南 北,480,46230
82,简装,木樨地,木樨地 ,2室2厅,南 北,910,109771
167,精装,农展馆,景园大厦 ,2室1厅,东,1200,71612
93,简装,滨河西区,含晖苑 ,2室1厅,南 北,400,42581
97,精装,望京,望京新城 ,3室1厅,西南,680,69938
68,精装,朝阳门内,竹杆胡同 ,2室1厅,西南,780,114622
92,精装,五棵松,新兴年代 ,2室1厅,南,832,89617
79,精装,国展,柳芳北里 ,3室1厅,南,635,79825
78,其他,西三旗,沁春家园 ,2室1厅,南 北,460,58310
89,简装,北七家,名佳花园一区 ,2室1厅,南 北,358,40077
96,精装,马家堡,兴琦家园 ,2室1厅,南,550,57227
100,精装,方庄,芳城园一区 ,3室1厅,西南,530,52554
90,简装,北苑,北苑家园清友园 ,2室1厅,南 西 北,495,54872
86,精装,果园,苏荷时代 ,2室1厅,南 北,417,47992
92,精装,望京,望京西园一区 ,2室2厅,南 北,610,65939
86,简装,梨园,新通国际花园 ,2室1厅,南 北,409,47306
135,精装,成寿寺,中海城香克林 ,3室2厅,南 北,930,68635
87,精装,白纸坊,恬心家园 ,2室1厅,西南,750,85480
91,简装,回龙观,龙华园 ,3室1厅,南 西 北,410,44609
101,简装,北苑,北苑家园紫绶园 ,3室1厅,南 北,530,52393
57,简装,公主坟,翠微中里 ,2室1厅,南,538,93403
98,简装,百子湾,百子湾家园一区 ,2室1厅,南 北,568,57537
91,精装,玉泉营,三环新城7号院 ,2室1厅,西南,520,56565
139,精装,广渠门,丽水湾畔家园 ,3室2厅,南 北,1040,74334
63,精装,石佛营,炫特嘉园一期 ,2室1厅,东北,420,66383
97,精装,亦庄,新康家园 ,2室1厅,南 北,560,57525
92,简装,草桥,玺萌鹏苑 ,2室2厅,东,575,61982
89,精装,西三旗,旗胜家园 ,2室1厅,南 北,380,42678
112,精装,西北旺,百旺新城 ,3室2厅,南 北,790,70204
97,精装,回龙观,龙回苑 ,2室1厅,南 北,470,48063
62,精装,沙河,北街家园六区 ,2室1厅,东,313,49945
92,简装,草桥,玺萌鹏苑 ,2室2厅,东,575,61982
89,精装,西三旗,旗胜家园 ,2室1厅,南 北,380,42678
86,精装,华威桥,东景苑 ,2室1厅,东,460,53033
76,精装,新街口,红联南村 ,3室1厅,南 北,620,81579
59,简装,安宁庄,安宁里 ,2室1厅,南 北,406,68570
90,简装,九棵树(家乐福),新翠景园 ,2室1厅,南 北,370,40763
64,简装,东花市,富贵园三区 ,1室1厅,西,570,88018
80,简装,北大地,正阳小区 ,2室1厅,西,420,52252
90,精装,马家堡,兴琦家园 ,3室1厅,西北,507,55973
98,简装,玉泉营,怡海花园恒丰园 ,2室1厅,西南,595,60150
143,精装,甘家口,国兴家园 ,3室2厅,西,1550,107684
73,毛坯,黄村北,郁花园一里 ,2室2厅,南 北,325,43985
83,简装,北苑,北苑家园紫绶园 ,2室2厅,南 北,450,53751
91,简装,回龙观,龙华园 ,3室1厅,南 西 北,410,44609
101,简装,北苑,北苑家园紫绶园 ,3室1厅,南 北,530,52393
67,简装,紫竹桥,北洼西里 ,3室1厅,东北,570,84545
77,精装,酒仙桥,驼房营南里 ,2室1厅,西北,419,54275
81,简装,北七家,北亚花园 ,2室1厅,南 北,349,42666
56,毛坯,鲁谷,广安﹒康馨家园 ,1室1厅,南,260,45799
47,简装,北工大,平乐园小区 ,1室1厅,南 北,282,59784
45,简装,方庄,gogo新世代 ,1室1厅,西南,280,61377
66,其他,鲁谷,广安﹒康馨家园 ,1室1厅,东 西,248,37227
44,毛坯,知春路,知春路52号院 ,1室1厅,南,398,88642
42,简装,广安门,小红庙 ,1室1厅,南,405,95452
68,精装,门头沟其它,惠泽家园 ,2室1厅,南,248,36126
55,精装,北关,金地格林格林 ,1室1厅,南 北,247.7,45000
187,简装,广渠门,幸福家园二期 ,4室2厅,南 西 北,1970,105297
88,简装,旧宫,美然绿色家园 ,2室1厅,南 北,405,46023
104,精装,安宁庄,清上园 ,3室1厅,东南,650,62267
107,精装,北苑,万科星园 ,2室1厅,西南,825,76766
57,简装,青塔,建邦枫景 ,1室1厅,南,299,52127
75,其他,西三旗,悦秀园 ,2室1厅,南 北,430,56721
70,简装,西三旗,龙乡东区 ,2室1厅,南 北,347,49388
49,简装,科技园区,设计师广场 ,1室0厅,西北,269.5,54699
48,简装,定慧寺,恩济里小区 ,1室2厅,南 北,419,87274
106,精装,望京,嘉润花园 ,2室1厅,东北,638,59699
61,精装,管庄,北京新天地 ,1室1厅,北,353,57841
63,简装,回龙观,领秀慧谷A区 ,1室1厅,南,305,48093
45,简装,车公庄,团结大院 ,1室1厅,南,495,109757
101,精装,回龙观,流星花园三区 ,2室1厅,南 北,530,52408
44,其他,望京,点击未来 ,1室1厅,西 西北,320,71621
81,简装,四季青,望河园 ,2室1厅,西南,710,87407
63,精装,石佛营,炫特嘉园一期 ,2室1厅,西北,420,65749
162,精装,双井,富力城D区 ,3室2厅,南 北,1760,108202
73,精装,朝阳门内,北竹杆胡同 ,2室1厅,东 南 北,785,106398
63,简装,马甸,裕民东里 ,2室1厅,南,537,84861
77,精装,马连洼,天秀花园安和园 ,2室1厅,东 西,638,81964
56,精装,安宁庄,安宁佳园 ,1室1厅,东南,398,70945
57,简装,草桥,玺萌鹏苑 ,1室1厅,南,340,59400
61,精装,北苑,华发颐园 ,1室0厅,西,310,50440
43,毛坯,古城,古城南路 ,2室0厅,东,185,42441
61,简装,六里桥,橙色年代 ,1室1厅,东南,410,67016
43,精装,菜户营,鸭子桥26号院 ,1室1厅,南,330,76496
59,精装,北关,西潞苑小区 ,1室1厅,东 西,249,41856
53,精装,果园,雅丽世居 ,1室1厅,南,265,49230
71,精装,管庄,柏林爱乐二期 ,1室1厅,东北,389,54262
47,简装,回龙观,流星花园二区 ,1室0厅,北,299,63214
51,简装,西三旗,育新花园 ,1室1厅,东,412,79845
51,简装,紫竹桥,车公庄西路45号院 ,2室1厅,南,445,86576
67,简装,管庄,柏林爱乐四期 ,1室1厅,西,399,59473
241,精装,建国门外,通用时代国际公寓 ,4室1厅,东南,2250,93180
132,毛坯,东关,随园 ,3室2厅,南 北,542,40968
125,精装,西直门,玉桃园二区 ,3室2厅,南 北,1306,103899
74,简装,甘家口,劳动关系学院 ,2室1厅,南 北,700,94595
72,简装,定福庄,定福庄西街 ,2室1厅,东 西,308,42607
41,简装,大峪,新桥南大街23号院 ,1室1厅,南,175,42663
59,简装,苏州桥,海淀南路 ,2室0厅,东 北,530,89831
129,简装,通州北苑,京贸国际公寓 ,3室1厅,东南,520,40127
76,其他,五里店,和光里 ,2室1厅,南 北,405,52755
99,精装,望京,慧谷阳光 ,2室2厅,南,920,92696
81,简装,立水桥,溪城家园 ,2室1厅,南 北,388,47672
97,精装,天通苑,天通苑北三区 ,2室1厅,南,421,43304
102,简装,天通苑,天通苑北二区 ,2室1厅,东 北,475,46238
108,精装,双井,合生国际花园 ,2室1厅,东 西,850,78530
217,精装,酒仙桥,丽都水岸B5区 ,3室2厅,南 北,1930,88842
75,精装,建国门外,美华世纪 ,2室1厅,南 北,600,79788
89,简装,北京南站,鼎立水岸家园 ,2室1厅,东南,716,79911
84,简装,上地,上地东里 ,3室1厅,南 北,930,109930
80,精装,酒仙桥,梵谷水郡 ,2室1厅,东南,480,59665
115,精装,枣园,丽园B区 ,2室2厅,南 北,530,45694
66,简装,黄村火车站,车站中里 ,2室1厅,南 北,260,38940
87,精装,惠新西街,惠新西街33号院 ,3室1厅,东南,724.5,83000
91,精装,甘露园,朝阳园 ,2室1厅,东,630,68853
58,精装,劲松,农光东里 ,2室1厅,南 北,348,59949
80,简装,鲁谷,鲁谷74号院 ,2室1厅,东南,499,62235
60,简装,武夷花园,玉桥中路甲2号院 ,2室1厅,南 北,260,42919
57,精装,草桥,玺萌鹏苑 ,1室1厅,南,340,59400
77,精装,亚运村,保利金泉 ,2室1厅,南,715,92342
46,精装,霍营,紫金新干线二期 ,1室0厅,南,278,59250
90,精装,西红门,宏福园 ,2室1厅,西南,381,41979
91,简装,通州北苑,杨庄22号院 ,2室1厅,南 北,422,45935
117,精装,大望路,易构空间 ,2室1厅,南,850,72047
59,简装,卢沟桥,卢沟桥南里 ,2室1厅,南 北,268,44967
34,精装,旧宫,宣颐家园 ,2室1厅,西,242,69963
113,精装,北七家,北京太阳城老年公寓 ,2室2厅,南 北,450,39806
128,简装,回龙观,骊龙园 ,3室2厅,南 北,595,46376
152,简装,望京,慧谷金色家园 ,3室2厅,南 北,1250,82027
88,精装,长阳,原香小镇一区 ,2室1厅,南 北,330,37217
68,简装,看丹桥,新华街五里 ,2室1厅,东 南,360,52387
98,精装,马甸,阳光丽景 ,2室1厅,东北,1550,156820
54,精装,紫竹桥,北洼西里 ,2室1厅,西南,463,84955
61,简装,二里庄,石油大院 ,2室1厅,南,515,84014
82,简装,亦庄,听涛雅苑 ,2室1厅,南 北,428,51760
149,精装,顺义城,裕龙一区 ,4室1厅,南 北,610,40811
211,精装,杨庄,茂华景公院 ,4室1厅,南 北,1408,66425
208,简装,西三旗,雪梨澳乡A区 ,4室2厅,南 北,1600,76916
121,精装,望京,望京新城 ,3室2厅,西南,765,62865
128,精装,甘家口,国兴家园 ,3室2厅,西,1150,89718
129,精装,北苑,上元君庭 ,2室2厅,东 南 西,870,66944
67,精装,亚运村小营,世纪村西区 ,2室1厅,南 北,473,69940
186,简装,双井,富力城B区 ,4室1厅,南 北,1750,93588
253,毛坯,常营,万象新天天际高尔夫 ,4室2厅,南 北,1350,53192
117,精装,崇文门,法华南里 ,3室1厅,南 北,910,77362
136,精装,东关,随园 ,3室2厅,南 北,530,38971
95,精装,朝青,国美第一城2号院 ,2室1厅,东南,590,61871
125,精装,三元桥,UHN国际村 ,2室2厅,南 北,1120,89308
83,简装,朝青,雅成一里 ,2室1厅,南,470,56026
139,简装,亦庄,新康家园 ,3室1厅,南,670,47878
81,简装,管庄,汇鸿家园 ,2室1厅,南,465,57063
101,简装,清河,美欣家园 ,2室1厅,东南,635,62482
89,精装,亚运村小营,保利香槟花园 ,2室2厅,南 北,950,105685
66,简装,西红门,鸿坤理想城大满贯 ,2室1厅,东,298,44759
87,简装,天通苑,天通苑北一区 ,2室1厅,西,379,43409
165,简装,世纪城,观山园 ,3室2厅,南 北,2150,129800
94,精装,长阳,长阳半岛2号院 ,3室1厅,南 北,465,49015
63,简装,望京,南湖东园二区 ,2室1厅,南 北,499,78055
201,精装,回龙观,龙腾苑五区 ,4室3厅,南 北,660,32745
50,精装,工体,太平庄南里 ,2室1厅,南 北,380,75203
79,简装,玉泉路,玉海园二里 ,2室1厅,南 北,520,65690
86,精装,华威桥,东景苑 ,2室1厅,东,460,53033
76,精装,新街口,红联南村 ,3室1厅,南 北,620,81579
59,简装,安宁庄,安宁里 ,2室1厅,南 北,406,68570
90,简装,九棵树(家乐福),新翠景园 ,2室1厅,南 北,370,40763
69,精装,立水桥,合立方 ,2室1厅,东北,295,42167
54,精装,北大地,正阳小区 ,2室1厅,东 西,360,66250
125,精装,回龙观,田园风光雅苑 ,3室1厅,南 北,599,47764
147,精装,酒仙桥,上东三角洲 ,3室2厅,东南,760,51691
118,精装,岳各庄,珠江峰景 ,2室1厅,南,665,56086
85,精装,奥林匹克公园,澳林春天三期 ,2室1厅,南 北,768,89962
126,精装,玉泉营,万年花城三期 ,3室2厅,南 北,850,67146
80,精装,九棵树(家乐福),中泽家园 ,2室1厅,南 北,320,40000
80,精装,车公庄,车公庄北里 ,3室1厅,东 南 北,790,97918
125,精装,清河,清缘东里 ,3室2厅,东南 北,840,67018
90,精装,朝青,华纺易城 ,2室1厅,东南,703,77423
91,精装,岳各庄,西府景园 ,2室1厅,东南,510,55989
106,精装,天通苑,天通苑北一区 ,2室2厅,南,445,41938
141,精装,后沙峪,香花畦家园 ,3室2厅,南 北,688,48667
67,精装,苹果园,苹果园小区一区 ,2室1厅,南 北,345,51112
126,精装,望京,大西洋新城D区 ,3室2厅,南 北,1150,91104
80,精装,车公庄,车公庄北里 ,3室1厅,东 南 北,790,97918
125,精装,清河,清缘东里 ,3室2厅,东南 北,840,67018
72,精装,北京南站,开阳里一区 ,2室1厅,南 北,520,71488
77,精装,酒仙桥,驼房营南里 ,2室1厅,西北,419,54275
81,简装,北七家,北亚花园 ,2室1厅,南 北,349,42666
106,精装,天通苑,天通苑北一区 ,2室2厅,南,445,41938
141,精装,后沙峪,香花畦家园 ,3室2厅,南 北,688,48667
125,精装,清河,清缘东里 ,3室2厅,东南 北,840,67018
80,精装,车公庄,车公庄北里 ,3室1厅,东 南 北,790,97918
72,精装,北京南站,开阳里一区 ,2室1厅,南 北,520,71488
67,简装,紫竹桥,北洼西里 ,3室1厅,东北,570,84545
48,精装,望京,慧谷金色家园 ,1室1厅,东北,390,81115
69,精装,管庄,住欣家园 ,1室1厅,西南,275,39563
53,简装,杨庄,杨庄中区 ,1室1厅,西,260,48965
92,精装,亚运村小营,保利香槟花园 ,2室2厅,南 北,949,102120
64,精装,朝阳门外,日坛国际公寓 ,1室1厅,西,500,77834
51,简装,清河,清润家园 ,1室1厅,南 北,350,68614
50,精装,常营,首开畅心园 ,1室1厅,南,210,41242
58,简装,西罗园,西罗园四区 ,2室1厅,南 北,330,56799
71,简装,苹果园,雍景双庐 ,1室1厅,东,340,47800
51,简装,清河,莱圳家园 ,1室1厅,南,396,76745
113,精装,大望路,珠江帝景 ,3室1厅,东北,850,74765
155,精装,回龙观,风雅园三区 ,3室3厅,南 北,557,35922
140,精装,马家堡,星河城东区 ,3室2厅,南 北,968.8,69000
88,精装,西三旗,旗胜家园 ,2室1厅,南,380,42982
70,简装,马家堡,富卓苑 ,2室1厅,东 西,403,56986
176,精装,世纪城,远大园五区 ,3室2厅,南 北,2050,115938
60,简装,甜水园,甜水园东里 ,2室1厅,南,385,63595
66,精装,枣园,滨河西里 ,2室1厅,南 北,275,41273
94,精装,后沙峪,空港吉祥花园 ,3室2厅,南 北,460,48595
97,精装,高碑店,兴隆家园 ,2室2厅,西南,616,63440
87,精装,田村,丹青府 ,2室1厅,南 北,740,84582
75,精装,学院路,逸成东苑 ,2室1厅,西南,650,86448
90,精装,广安门,远见名苑 ,2室1厅,东南,811,89972
177,精装,果园,巴克寓所 ,4室2厅,南 北,650,36610
62,简装,苹果园,模式口西里 ,2室1厅,西南,259,41131
70,简装,梨园,新通国际花园 ,2室1厅,东南,330,46956
124,简装,霍营,龙锦苑东四区 ,3室2厅,南 北,468,37597
61,简装,亚运村,安园 ,2室1厅,南 北,485,78252
71,精装,管庄,建东苑 ,2室2厅,东 西,325,45679
95,简装,玉泉路,玉海园二里 ,3室1厅,南 北,625,65500
90,精装,广安门,远见名苑 ,2室1厅,东南,811,89972
177,精装,果园,巴克寓所 ,4室2厅,南 北,650,36610
62,简装,苹果园,模式口西里 ,2室1厅,西南,259,41131
89,精装,朝青,珠江罗马嘉园东区 ,2室1厅,南,680,76225
70,简装,梨园,新通国际花园 ,2室1厅,东南,330,46956
124,简装,霍营,龙锦苑东四区 ,3室2厅,南 北,468,37597
71,简装,霍营,华龙苑南里 ,2室1厅,南 北,356,49944
63,简装,广渠门,广渠家园 ,2室1厅,东 西,590,92550
110,精装,马家堡,星河城东区 ,3室2厅,南 北,755,68500
108,精装,马甸,阳光丽景 ,2室1厅,南 北,1580,145008
112,精装,玉桥,合生滨江帝景一期 ,3室1厅,南,625,55596
70,精装,亚运村,安苑北里 ,2室1厅,东南,518,73309
96,精装,亚运村小营,光大名筑 ,2室1厅,南,950,98866
88,精装,高碑店,兴隆家园 ,2室1厅,南 西,540,60990
128,精装,田村,丹青府 ,3室1厅,南 北,920,71324
52,精装,天通苑,天通公园里 ,1室1厅,西南,285,54173
185,精装,北七家,海德堡花园 ,4室2厅,南 北,900,48429
53,精装,苏州桥,纽约客 ,1室1厅,南,507,94927
137,精装,太阳宫,太阳公元 ,3室1厅,南 北,1925,139939
108,简装,四季青,曙光花园 ,2室1厅,西南,920,85044
75,简装,陶然亭,陶然湖景 ,2室2厅,东 西,850,112419
86,精装,长阳,长阳半岛3号院 ,2室1厅,南 北,380,43799
103,其他,北苑,天畅园 ,2室1厅,东,550,53280
126,精装,武夷花园,加华印象街 ,3室2厅,南 北,599,47337
170,精装,青塔,万科紫苑 ,3室1厅,南 北,1350,79324
89,精装,回龙观,领秀慧谷C区 ,2室2厅,南 北,450,50511
89,其他,苹果园,金顶阳光 ,3室1厅,南 北,420,46776
58,简装,朝阳门外,雅宝里 ,2室1厅,南 北,450,76661
55,精装,北京南站,右外东庄 ,2室1厅,南 北,340,61108
115,简装,成寿寺,文成建筑 ,2室2厅,南 北,750,65207
100,精装,马驹桥,合生世界花园 ,2室1厅,南,310,30721
55,精装,双桥,双柳巷 ,2室1厅,南,275,49595
57,简装,东关,东关二条 ,2室1厅,南 北,251,43344
152,精装,石佛营,公园1872 ,2室2厅,西北,1350,88700
53,简装,苏州桥,紫金庄园 ,1室1厅,西北,421,79375
67,精装,北苑,天居园 ,1室1厅,北,430,63460
59,其他,后沙峪,蓝星花园 ,1室1厅,东,268,44952
77,简装,芍药居,芍药居甲2号院 ,2室1厅,东南,580,74859
79,简装,豆各庄,朝丰家园 ,2室2厅,南 北,330,41588
45,精装,鲁谷,五芳园 ,1室1厅,南,248,54953
58,精装,沙河,北街家园八区 ,1室1厅,西,276,47253
66,精装,西坝河,西坝河南里 ,2室1厅,西北,415,61996
54,其他,和义,和义东里四区 ,2室1厅,南 北,275,50692
66,精装,百子湾,沿海赛洛城 ,1室1厅,东 西,415,62538
45,精装,鲁谷,五芳园 ,1室1厅,南,249,54846
98,精装,北苑,北京青年城 ,2室1厅,南 北,630,63889
55,简装,西直门,铁道科学研究院 ,2室1厅,南,588,106619
68,简装,东直门,清水苑 ,2室1厅,南 北,620,90790
152,精装,后沙峪,江山赋 ,3室2厅,南 北,850,55870
87,精装,梨园,梨花园 ,2室1厅,南 北,350,40161
228,简装,北七家,名流花园 ,4室2厅,南 北,520,22752
132,简装,朝青,雅成一里 ,4室1厅,东南,660,49834
59,简装,安定门,安德里北街24号院 ,2室1厅,南 北,668,111800
77,简装,和平里,和平街十五区1号院 ,3室1厅,东 南,530,68045
118,简装,草桥,恋日花都 ,2室1厅,南 北,915,77255
169,精装,亦庄,星岛假日 ,3室2厅,南 北,880,52031
167,精装,五棵松,紫金长安 ,3室2厅,南 西 北,2000,119711
100,简装,望京,望京西园三区 ,2室1厅,东南,690,68835
93,简装,通州北苑,通典铭居 ,2室1厅,东,460,49299
104,毛坯,天通苑,天通苑中苑 ,2室1厅,南 北,430,41339
64,简装,滨河西区,门头沟月季园 ,2室1厅,南 北,235,36651
62,精装,安宁庄,清上园 ,2室1厅,东南,420,66901
57,精装,看丹桥,韩庄子四里 ,2室1厅,南 北,310,54007
119,精装,通州北苑,天时名苑 ,3室2厅,南 北,660,55268
90,简装,黄村北,郁花园三里 ,2室1厅,南 北,458,50524
81,其他,枣园,滨河西里北区 ,2室2厅,南 北,295,36099
45,精装,工体,海晟国际公寓 ,1室0厅,西,550,119722
88,精装,牡丹园,花园路3号院 ,2室1厅,南,780,88566
123,精装,北七家,王府温馨公寓 ,3室2厅,南 北,405,32903
80,精装,马家堡,西马金润一区 ,2室1厅,南 北,435,53957
69,简装,右安门外,祖家庄小区 ,3室1厅,南 北,455,65205
66,简装,八角,石景嘉园 ,2室1厅,东,241,36438
121,精装,玉泉营,三环新城6号院 ,3室1厅,南,680,55830
60,简装,岳各庄,大井北里 ,2室1厅,南 北,300,49343
110,精装,鲁谷,远洋山水 ,2室2厅,南,780,70819
58,精装,公主坟,翠微南里 ,2室1厅,南 北,515,88337
56,简装,南沙滩,名苑雅居 ,1室1厅,北,400,71365
67,精装,双井,苹果社区北区 ,1室0厅,南,445,65809
126,精装,玉泉路,玉海园二里 ,3室1厅,西南,910,72040
45,精装,枣园,首邑溪谷 ,2室1厅,南 北,380,82735
181,简装,南沙滩,风林绿洲 ,4室1厅,南 北,1200,66167
90,简装,欢乐谷,世纪东方城 ,2室1厅,西北,475,52726
69,精装,管庄,建东苑 ,2室1厅,南 北,322,46198
99,精装,滨河西区,倚山嘉园 ,2室2厅,南 北,360,36163
47,精装,大望路,CBD传奇 ,1室0厅,南,380,79883
40,简装,阜成门,北营房东里 ,1室1厅,西南,450,111112
162,精装,天通苑,天通苑中苑 ,3室2厅,南 北,640,39485
117,精装,大红门,远洋自然 ,2室2厅,南 北,766.6,64994
149,精装,北苑,拂林园 ,3室1厅,南,900,60286
71,简装,皂君庙,双榆树南里二区 ,3室1厅,南 北,675,94143
95,精装,六里桥,京铁家园 ,2室1厅,西南,526,54958
79,简装,德胜门,德胜里一区 ,3室1厅,南 北,1040,130490
112,精装,玉桥,合生滨江帝景一期 ,3室1厅,南,625,55715
83,精装,六里桥,莲怡园二区 ,2室1厅,南,480,57534
118,精装,石佛营,东岸 ,2室2厅,南 北,765,64721
82,简装,天通苑,天通西苑二区 ,2室1厅,南 北,365,44491
80,精装,甘家口,景王坟 ,3室1厅,东南,800,99503
53,简装,科技园区,御景春天 ,1室1厅,西,266,49972
76,精装,北大地,永善里 ,2室1厅,东,410,53630
108,精装,北苑,北苑家园莲葩园 ,2室1厅,西南 北,550,50589
58,简装,花乡,天伦锦城 ,1室2厅,南 北,290,49658
110,精装,望京,望京新城 ,3室2厅,西南 东北,690,62648
124,简装,西罗园,珠江骏景北区 ,2室1厅,南,637,50965
68,精装,朝阳门内,竹杆胡同 ,2室1厅,西南,780,114622
97,精装,望京,望京新城 ,3室1厅,西南,680,69938
70,其他,广渠门,金世纪嘉园 ,2室1厅,西,560,78918
111,简装,鲁谷,远洋山水 ,2室1厅,南,830,74601
94,精装,果园,新华联家园南区 ,2室2厅,南 北,450,47579
96,精装,马家堡,兴琦家园 ,2室1厅,南,550,57227
100,精装,方庄,芳城园一区 ,3室1厅,西南,530,52554
54,简装,安贞,西青年沟 ,2室1厅,南 北,477,87911
82,简装,太平桥,尚西泊图 ,2室2厅,东北,565,68627
139,简装,清河,永泰园 ,3室2厅,东 南,810,58028
82,精装,杨庄,地铁古城家园 ,2室1厅,北,365,44211
136,精装,马家堡,星河城东区 ,3室2厅,南 北,930,68177
112,精装,西北旺,百旺新城 ,3室2厅,南 北,790,70204
64,简装,东花市,富贵园三区 ,1室1厅,西,570,88018
80,简装,北大地,正阳小区 ,2室1厅,西,420,52252
90,精装,马家堡,兴琦家园 ,3室1厅,西北,507,55973
125,精装,回龙观,田园风光雅苑 ,3室1厅,南 北,599,47764
147,精装,酒仙桥,上东三角洲 ,3室2厅,东南,760,51691
124,精装,霍营,龙锦苑东五区 ,3室2厅,南 北,450,36110
80,精装,九棵树(家乐福),中泽家园 ,2室1厅,南 北,320,40000
126,精装,望京,大西洋新城D区 ,3室2厅,南 北,1150,91104
64,简装,东花市,富贵园三区 ,1室1厅,西,570,88018
80,简装,北大地,正阳小区 ,2室1厅,西,420,52252
90,精装,马家堡,兴琦家园 ,3室1厅,西北,507,55973
125,精装,回龙观,田园风光雅苑 ,3室1厅,南 北,599,47764
56,精装,临河里,DBC加州小镇 ,1室1厅,南,297,52895
58,精装,临河里,DBC加州小镇C区 ,1室1厅,南,350,59799
50,精装,朝阳门内,后芳嘉园胡同 ,1室1厅,南,630,124951
72,简装,白纸坊,恬心家园 ,1室1厅,南,568,78497
57,精装,左安门,长青园 ,2室1厅,南 北,470,81386
42,简装,广安门,小红庙 ,1室1厅,南,405,95452
68,精装,门头沟其它,惠泽家园 ,2室1厅,南,248,36126
55,精装,北关,金地格林格林 ,1室1厅,南 北,247.7,45000
82,精装,太平桥,糖人街 ,2室1厅,东 北,575,69697
