author,category,name,name_id,novelurl,serialnumber,serialstatus
 定羽,玄幻奇幻,西游之灵,x.htm,http://www.23us.so/xiaoshuo/22367.html, 46302字, 连载中
 何处不染尘,玄幻奇幻,神魔供应商,x.htm,http://www.23us.so/xiaoshuo/14559.html, 999722字, 连载中
 小伈,玄幻奇幻,德猎,x.htm,http://www.23us.so/xiaoshuo/19803.html, 42088字, 连载中
 风云渡,玄幻奇幻,我与女侠有个约会,x.htm,http://www.23us.so/xiaoshuo/20628.html, 249989字, 连载中
 凰中鲤,玄幻奇幻,红莲魔尊,x.htm,http://www.23us.so/xiaoshuo/22624.html, 47924字, 连载中
 庄心月,玄幻奇幻,麒帝,x.htm,http://www.23us.so/xiaoshuo/20660.html, 48344字, 连载中
 一剑霜,玄幻奇幻,我能打印传送门,x.htm,http://www.23us.so/xiaoshuo/19985.html, 139487字, 连载中
 穿梭恒宇,玄幻奇幻,超级无敌寄生,x.htm,http://www.23us.so/xiaoshuo/22254.html, 1181448字, 连载中
 木鱼和尚,玄幻奇幻,随身带个侏罗纪,x.htm,http://www.23us.so/xiaoshuo/14668.html, 4495312字, 连载中
 西瓜帅猫,玄幻奇幻,都市之无敌王者,x.htm,http://www.23us.so/xiaoshuo/15123.html, 1956375字, 连载中
 不定型啫喱水,玄幻奇幻,兼职风水师,x.htm,http://www.23us.so/xiaoshuo/17729.html, 2040604字, 连载中
 橘子有盟主,玄幻奇幻,我要成为最完美的男人,x.htm,http://www.23us.so/xiaoshuo/18853.html, 310392字, 连载中
 二手男人当自强,都市言情,华娱之梦,x.htm,http://www.23us.so/xiaoshuo/17703.html, 118359字, 连载中
 兰翔他哥,都市言情,都市侠途,x.htm,http://www.23us.so/xiaoshuo/21029.html, 1177599字, 连载中
 睡醒的红龙,都市言情,我的老婆是偶像,x.htm,http://www.23us.so/xiaoshuo/17789.html, 369645字, 连载中
 顾念,都市言情,华缘到,x.htm,http://www.23us.so/xiaoshuo/11172.html, 669422字, 连载中
 小生小书虫,都市言情,重生最流风,x.htm,http://www.23us.so/xiaoshuo/17218.html, 343787字, 连载中
 蓝山语茶,都市言情,女总裁的铁血兵王,x.htm,http://www.23us.so/xiaoshuo/12895.html, 526917字, 连载中
 九灯和善,都市言情,超品巫师,x.htm,http://www.23us.so/xiaoshuo/22275.html, 46077字, 连载中
 济公移山,都市言情,逆流1999,x.htm,http://www.23us.so/xiaoshuo/20142.html, 95500字, 连载中
 拂晓晚霞,都市言情,兵王甜宠小娇妻,x.htm,http://www.23us.so/xiaoshuo/21743.html, 446917字, 连载中
 咖啡,都市言情,美女的近身护卫,x.htm,http://www.23us.so/xiaoshuo/695.html, 1922229字, 连载中
 小鱼吃龙肉,都市言情,修真的酋长,x.htm,http://www.23us.so/xiaoshuo/15126.html, 207391字, 连载中
 阅朗薪稀,都市言情,金融慈善家,x.htm,http://www.23us.so/xiaoshuo/15103.html, 165915字, 连载中
 劉雨辰,都市言情,这个世界没有乌托邦,x.htm,http://www.23us.so/xiaoshuo/19886.html, 116044字, 连载中
 纪文独孤,都市言情,万能私人教练,x.htm,http://www.23us.so/xiaoshuo/22623.html, 301131字, 连载中
 邪雪寒嫣,都市言情,烽华绝代,x.htm,http://www.23us.so/xiaoshuo/8680.html, 304401字, 连载中
 农夫渔父,都市言情,全娱乐游戏帝国,x.htm,http://www.23us.so/xiaoshuo/22584.html, 795895字, 连载中
 浮生夜尽,都市言情,天空仍灿烂,x.htm,http://www.23us.so/xiaoshuo/19481.html, 245945字, 连载中
 三胖,都市言情,重生之神级学霸,x.htm,http://www.23us.so/xiaoshuo/726.html, 625815字, 连载中
 乔治亚,都市言情,步川小姐的贫穷物语,x.htm,http://www.23us.so/xiaoshuo/4215.html, 100486字, 连载中
 风起天阑,都市言情,王牌保镖,x.htm,http://www.23us.so/xiaoshuo/947.html, 2060684字, 连载中
 冷风无奈.CS,都市言情,捡个系统当明星,x.htm,http://www.23us.so/xiaoshuo/15191.html, 389606字, 连载中
 原点遐想.QD,都市言情,物流人生,x.htm,http://www.23us.so/xiaoshuo/20467.html, 168144字, 连载中
 职业偷懒,都市言情,皇子的文娱霸业,x.htm,http://www.23us.so/xiaoshuo/20255.html, 373777字, 连载中
 五彩贝壳,都市言情,神级大矿主,x.htm,http://www.23us.so/xiaoshuo/14260.html, 1591197字, 连载中
 小三大佬,都市言情,神级客栈,x.htm,http://www.23us.so/xiaoshuo/21959.html, 270471字, 连载中
 执笔封神,玄幻奇幻,都市武道狂徒,x.htm,http://www.23us.so/xiaoshuo/21777.html, 312055字, 连载中
 风景饰梦,玄幻奇幻,神话潘德,x.htm,http://www.23us.so/xiaoshuo/21355.html, 250206字, 连载中
 夜与雪,玄幻奇幻,一刀劈开生死路,x.htm,http://www.23us.so/xiaoshuo/14703.html, 4047204字, 连载中
 深蓝椰子汁,玄幻奇幻,战歌之王,x.htm,http://www.23us.so/xiaoshuo/14968.html, 2335310字, 连载中
 nnnty,玄幻奇幻,吃出个末日,x.htm,http://www.23us.so/xiaoshuo/20402.html, 58555字, 连载中
 禹枫,玄幻魔法,武神天下,x.htm,http://www.23us.so/xiaoshuo/1726.html, 669726字, 连载中
 狼扮仙,玄幻奇幻,星际归来者,x.htm,http://www.23us.so/xiaoshuo/19586.html, 42988字, 连载中
 公子楚澜,玄幻奇幻,骨语师,x.htm,http://www.23us.so/xiaoshuo/20397.html, 68083字, 连载中
 L承,玄幻奇幻,玄体武神,x.htm,http://www.23us.so/xiaoshuo/22636.html, 22704字, 连载中
 菩提子虚,玄幻魔法,武神宿命,x.htm,http://www.23us.so/xiaoshuo/5102.html, 7522字, 连载中
 无上星空,玄幻奇幻,领主养成手册,x.htm,http://www.23us.so/xiaoshuo/19228.html, 1320070字, 连载中
 苏忆绯,玄幻奇幻,我可能是个假使徒,x.htm,http://www.23us.so/xiaoshuo/19531.html, 34996字, 连载中
 伯克霍夫,玄幻奇幻,连环杀手在美国,x.htm,http://www.23us.so/xiaoshuo/15450.html, 469484字, 连载中
 持笔操墨为生计,武侠修真,不灭神途,x.htm,http://www.23us.so/xiaoshuo/1546.html, 48411字, 连载中
 指云笑天道,武侠修真,沧狼行,x.htm,http://www.23us.so/xiaoshuo/271.html, 8177字, 连载中
 说梦者,武侠仙侠,许仙志,x.htm,http://www.23us.so/xiaoshuo/16600.html, 5458926字, 完本
 土疙瘩的爱情,武侠修真,擎天一棍,x.htm,http://www.23us.so/xiaoshuo/14115.html, 867638字, 连载中
 冷面三尺剑,武侠仙侠,破天诛仙,x.htm,http://www.23us.so/xiaoshuo/16645.html, 84230字, 连载中
 猥琐的巨人,武侠仙侠,洪炉传,x.htm,http://www.23us.so/xiaoshuo/16510.html, 516044字, 连载中
 寐长生,武侠修真,寐长生,x.htm,http://www.23us.so/xiaoshuo/5568.html, 96806字, 连载中
 图猫猫,武侠修真,回归仙班,x.htm,http://www.23us.so/xiaoshuo/13364.html, 27057字, 连载中
 浪漫烟花月,武侠修真,天界仙奴,x.htm,http://www.23us.so/xiaoshuo/4640.html, 221036字, 连载中
 浪漫烟花月,武侠修真,仙道苍穹,x.htm,http://www.23us.so/xiaoshuo/2937.html, 217332字, 连载中
 辜鸯,武侠修真,灵动仙途,x.htm,http://www.23us.so/xiaoshuo/907.html, 823088字, 连载中
 颠倒梦想,武侠修真,修武孤途,x.htm,http://www.23us.so/xiaoshuo/747.html, 30628字, 连载中
 天上峡谷,武侠修真,鼎定仙域,x.htm,http://www.23us.so/xiaoshuo/347.html, 110294字, 连载中
 逆景,武侠修真,寻魔启示,x.htm,http://www.23us.so/xiaoshuo/8671.html, 11415字, 连载中
 大道之上,武侠修真,灭世大磨,x.htm,http://www.23us.so/xiaoshuo/5410.html, 63445字, 连载中
 笑问谁独尊,武侠修真,超武群侠传,x.htm,http://www.23us.so/xiaoshuo/1501.html, 2576字, 连载中
 桃酥的曲奇,武侠修真,妖君，来修仙,x.htm,http://www.23us.so/xiaoshuo/6000.html, 7595字, 连载中
 扬生,武侠修真,天机子之玄澈,x.htm,http://www.23us.so/xiaoshuo/6216.html, 2763字, 连载中
 码字小神,历史军事,极品新贵,x.htm,http://www.23us.so/xiaoshuo/2346.html, 0字, 连载中
 易慎言Mk2,历史军事,进击的兔子,x.htm,http://www.23us.so/xiaoshuo/3152.html, 0字, 连载中
 艾叶客,历史军事,黄巾张狂,x.htm,http://www.23us.so/xiaoshuo/6417.html, 0字, 连载中
 弹弹人生,历史军事,民国崛起之东北虎啸,x.htm,http://www.23us.so/xiaoshuo/383.html, 0字, 连载中
 雨田老仙,历史军事,抗日狼穴纵横,x.htm,http://www.23us.so/xiaoshuo/8145.html, 0字, 连载中
 欣欣向荣,历史军事,画堂韶光艳,x.htm,http://www.23us.so/xiaoshuo/8994.html, 0字, 连载中
 柳外花如锦,历史军事,重生之征战岁月,x.htm,http://www.23us.so/xiaoshuo/3299.html, 0字, 连载中
 范正群,历史军事,日落长安远,x.htm,http://www.23us.so/xiaoshuo/65.html, 0字, 连载中
 焖烧带鱼,历史军事,隋兽,x.htm,http://www.23us.so/xiaoshuo/4538.html, 0字, 连载中
 没落皇朝,历史军事,毒清,x.htm,http://www.23us.so/xiaoshuo/9828.html, 0字, 连载中
 黑岩……恶魔，也会唱歌,历史军事,少年特种兵,x.htm,http://www.23us.so/xiaoshuo/9903.html, 0字, 连载中
 毛豆830,历史军事,大明忠贤传之江湖风云,x.htm,http://www.23us.so/xiaoshuo/9972.html, 0字, 连载中
 剑道江湖,历史军事,辣宋,x.htm,http://www.23us.so/xiaoshuo/6874.html, 0字, 连载中
 两更,历史军事,汉末布武,x.htm,http://www.23us.so/xiaoshuo/3796.html, 0字, 连载中
 草莓的酸味,历史军事,绝世医军,x.htm,http://www.23us.so/xiaoshuo/9996.html, 0字, 连载中
 酷匠网云葬浅,历史军事,时光，请别带走我的回忆,x.htm,http://www.23us.so/xiaoshuo/10629.html, 0字, 连载中
 上帝的果冻,历史军事,我的老婆是李瓶儿,x.htm,http://www.23us.so/xiaoshuo/582.html, 0字, 连载中
 金浩木东南,历史军事,重生之混乱三国,x.htm,http://www.23us.so/xiaoshuo/5078.html, 0字, 连载中
 社新裔,历史军事,周代八百诸侯国纷争传,x.htm,http://www.23us.so/xiaoshuo/1981.html, 0字, 连载中
 无影灯的诱惑,历史军事,圣手战医,x.htm,http://www.23us.so/xiaoshuo/5760.html, 0字, 连载中
 光照929,历史军事,明末绝地狂飙,x.htm,http://www.23us.so/xiaoshuo/5925.html, 0字, 连载中
 龙鸣功,历史军事,极品草根混都市,x.htm,http://www.23us.so/xiaoshuo/1013.html, 0字, 连载中
 十月怀才,历史军事,明末超级土豪,x.htm,http://www.23us.so/xiaoshuo/7189.html, 0字, 连载中
 哪里多,历史军事,重生大清之嘉庆大帝,x.htm,http://www.23us.so/xiaoshuo/7717.html, 0字, 连载中
 曦曌,历史军事,战汉,x.htm,http://www.23us.so/xiaoshuo/3149.html, 0字, 连载中
 温小二,都市言情,红色仕途：平民升迁记,x.htm,http://www.23us.so/xiaoshuo/8400.html, 726565字, 连载中
 一门三公,都市言情,你好，我是经纪人,x.htm,http://www.23us.so/xiaoshuo/16574.html, 2405字, 连载中
 好望角遇到爱,都市言情,帝国大航海,x.htm,http://www.23us.so/xiaoshuo/13407.html, 98695字, 连载中
 格子里的阳光,都市言情,超级仙气,x.htm,http://www.23us.so/xiaoshuo/1831.html, 644277字, 连载中
 令狐沅沅,都市言情,离开，就别再回来,x.htm,http://www.23us.so/xiaoshuo/12498.html, 7507字, 连载中
 蒲萄,都市言情,广州不相信爱情,x.htm,http://www.23us.so/xiaoshuo/12789.html, 11024字, 连载中
 维她柠檬茶,都市言情,百鬼之书,x.htm,http://www.23us.so/xiaoshuo/6807.html, 24853字, 连载中
 萧忆情,都市言情,超级保镖在都市,x.htm,http://www.23us.so/xiaoshuo/5606.html, 4341字, 连载中
 谁知那唐伯虎,都市言情,超神娱乐家,x.htm,http://www.23us.so/xiaoshuo/262.html, 3909字, 连载中
 幽非芽,都市言情,重生之聚宝千金,x.htm,http://www.23us.so/xiaoshuo/10334.html, 2715字, 连载中
 引飞,都市言情,坏蛋红颜,x.htm,http://www.23us.so/xiaoshuo/8003.html, 39612字, 连载中
 小天罚,都市言情,神之情缘,x.htm,http://www.23us.so/xiaoshuo/8597.html, 2112字, 连载中
 白发小魔女,都市言情,农家千金,x.htm,http://www.23us.so/xiaoshuo/4781.html, 3567字, 连载中
 追梦人Love平,都市言情,我的机械章鱼,x.htm,http://www.23us.so/xiaoshuo/1966.html, 192639字, 连载中
 爱笑人生,都市言情,末世之灯焚造吉,x.htm,http://www.23us.so/xiaoshuo/314.html, 4310字, 连载中
 一曳随风,都市言情,韩娱之九少,x.htm,http://www.23us.so/xiaoshuo/1716.html, 5082字, 连载中
 宝巨要崛起,都市言情,我的分身有点多,x.htm,http://www.23us.so/xiaoshuo/1875.html, 2673字, 连载中
 不苦,都市言情,理想爱情,x.htm,http://www.23us.so/xiaoshuo/466.html, 4190字, 连载中
 钢枪里的温柔,都市言情,超极品纨绔,x.htm,http://www.23us.so/xiaoshuo/4444.html, 301588字, 连载中
 青芽红豆,都市言情,重生之影后爱情记,x.htm,http://www.23us.so/xiaoshuo/4619.html, 1421字, 连载中
 席祯,都市言情,穿越婚然天成,x.htm,http://www.23us.so/xiaoshuo/4628.html, 8821字, 连载中
 三三二一,都市言情,明星检察官,x.htm,http://www.23us.so/xiaoshuo/1771.html, 2274字, 连载中
 拜月楼主,都市言情,都市霸主,x.htm,http://www.23us.so/xiaoshuo/1167.html, 161865字, 连载中
 皇天域,都市言情,帝皇明星系统,x.htm,http://www.23us.so/xiaoshuo/2920.html, 11515字, 连载中
 旷海忘湖,都市言情,寻宝大师,x.htm,http://www.23us.so/xiaoshuo/12018.html, 4918字, 连载中
 淡雅阁,都市言情,农家芳草香,x.htm,http://www.23us.so/xiaoshuo/4658.html, 3820字, 连载中
 皇朝御窖,都市言情,神级万宝鼎,x.htm,http://www.23us.so/xiaoshuo/479.html, 3542字, 连载中
 隽眷叶子,都市言情,喜气盈门,x.htm,http://www.23us.so/xiaoshuo/11090.html, 13131字, 连载中
 丹尼尔秦,都市言情,王牌好莱坞,x.htm,http://www.23us.so/xiaoshuo/4384.html, 21214字, 连载中
 心动豆鱼叉,都市言情,武导韩娱,x.htm,http://www.23us.so/xiaoshuo/2153.html, 2561字, 连载中
 微雨斜飞,都市言情,冷漠高手,x.htm,http://www.23us.so/xiaoshuo/3367.html, 2280字, 连载中
 梅菲斯托大人,都市言情,恶魔在纽约,x.htm,http://www.23us.so/xiaoshuo/927.html, 4364字, 连载中
 南海无双,都市言情,校花是猫妖,x.htm,http://www.23us.so/xiaoshuo/3618.html, 2403字, 连载中
 黑暗荔枝,科幻小说,灭世之门,x.htm,http://www.23us.so/xiaoshuo/1640.html, 2762字, 连载中
 暗黑茄子,科幻小说,末日技能树,x.htm,http://www.23us.so/xiaoshuo/105.html, 1757字, 连载中
 朴零,科幻小说,异界生存守则,x.htm,http://www.23us.so/xiaoshuo/1757.html, 3329字, 连载中
 韩大狗,科幻小说,时空旅者的王座,x.htm,http://www.23us.so/xiaoshuo/6298.html, 4171字, 连载中
 宋熙宁,科幻小说,末世之植来植往,x.htm,http://www.23us.so/xiaoshuo/7750.html, 529551字, 连载中
 飘零如流水,科幻小说,超级军团系统,x.htm,http://www.23us.so/xiaoshuo/8728.html, 6043字, 连载中
 山金,科幻小说,无限漫威之黑侠传记,x.htm,http://www.23us.so/xiaoshuo/3703.html, 3576字, 连载中
 芒果奈奈,科幻小说,带着空间玩末世,x.htm,http://www.23us.so/xiaoshuo/5537.html, 4816字, 连载中
 伊腾甜橙,科幻小说,无限典狱长,x.htm,http://www.23us.so/xiaoshuo/549.html, 1000字, 连载中
 懒鸟,科幻小说,无尽追缉,x.htm,http://www.23us.so/xiaoshuo/11874.html, 2286字, 连载中
 悟空道人,科幻小说,末世之军火系统,x.htm,http://www.23us.so/xiaoshuo/794.html, 3764字, 连载中
 懒懒爱猫猫,科幻小说,武破九天,x.htm,http://www.23us.so/xiaoshuo/3600.html, 32314字, 连载中
 梓枫,科幻小说,神魔赌场,x.htm,http://www.23us.so/xiaoshuo/11764.html, 2333字, 连载中
 就是个为人安静的,科幻小说,丧尸世界之末世之途,x.htm,http://www.23us.so/xiaoshuo/9953.html, 3383字, 连载中
 蓝岩魔魁,科幻小说,烈戮之城,x.htm,http://www.23us.so/xiaoshuo/7082.html, 15658字, 连载中
 扑克脸的温存,科幻小说,机器脑,x.htm,http://www.23us.so/xiaoshuo/7087.html, 2312字, 连载中
 夜影亡灵,科幻小说,灵魂撕裂者,x.htm,http://www.23us.so/xiaoshuo/3163.html, 54106字, 连载中
 龙尊庭博,科幻小说,掌管阳间我是人王,x.htm,http://www.23us.so/xiaoshuo/6154.html, 4528字, 连载中
 纯洁滴小龙,科幻小说,恐怖网文,x.htm,http://www.23us.so/xiaoshuo/774.html, 3128字, 连载中
 蓝色胡子,科幻小说,杀戮之死亡游戏,x.htm,http://www.23us.so/xiaoshuo/127.html, 7539字, 连载中
 造福人类的丧,科幻小说,萌宅千姬变,x.htm,http://www.23us.so/xiaoshuo/885.html, 3514字, 连载中
 古明月夜,科幻小说,我的初恋是女鬼,x.htm,http://www.23us.so/xiaoshuo/2849.html, 406242字, 连载中
 孤独的刺猬,科幻小说,星舰文明,x.htm,http://www.23us.so/xiaoshuo/3881.html, 2843字, 连载中
 纪云迹,科幻小说,神盾局遇上安布雷拉,x.htm,http://www.23us.so/xiaoshuo/1914.html, 4414字, 连载中
 疯狂的板砖,科幻小说,末日狂想者,x.htm,http://www.23us.so/xiaoshuo/1816.html, 6809字, 连载中
 乌鸦的马甲,科幻小说,神级契约者,x.htm,http://www.23us.so/xiaoshuo/2382.html, 5128字, 连载中
 并不很喜欢,科幻小说,游戏脑的世界游戏,x.htm,http://www.23us.so/xiaoshuo/7794.html, 27628字, 连载中
 小Dank,科幻小说,星海之路,x.htm,http://www.23us.so/xiaoshuo/4027.html, 2776字, 连载中
 白河蟹,科幻小说,胖子的末世生涯,x.htm,http://www.23us.so/xiaoshuo/4423.html, 3518字, 连载中
 蠢萌兔子,科幻小说,一击超人,x.htm,http://www.23us.so/xiaoshuo/1385.html, 2847字, 连载中
 穆系舟,科幻小说,女巫探长,x.htm,http://www.23us.so/xiaoshuo/4046.html, 65096字, 连载中
 像狮子的猫,科幻小说,余生,x.htm,http://www.23us.so/xiaoshuo/5496.html, 2138字, 连载中
 石闻,科幻小说,浴血天歌,x.htm,http://www.23us.so/xiaoshuo/3594.html, 1715字, 连载中
 杂鱼汤,科幻小说,末世女主难当,x.htm,http://www.23us.so/xiaoshuo/7121.html, 2403字, 连载中
 吕己,科幻小说,末日改造,x.htm,http://www.23us.so/xiaoshuo/4256.html, 2795字, 连载中
 S亲王,科幻小说,执刑无限,x.htm,http://www.23us.so/xiaoshuo/3904.html, 1000字, 连载中
 流云飞渡,科幻小说,扛匠,x.htm,http://www.23us.so/xiaoshuo/689.html, 3638字, 连载中
 资产暴增,科幻小说,末世武神,x.htm,http://www.23us.so/xiaoshuo/4767.html, 1000字, 连载中
 醉寒,科幻小说,末世之重生成树,x.htm,http://www.23us.so/xiaoshuo/4835.html, 1000字, 连载中
 白夜暮晨,科幻小说,纳米方程,x.htm,http://www.23us.so/xiaoshuo/9488.html, 639字, 连载中
 苍雪九命狐,科幻小说,随机游戏空间,x.htm,http://www.23us.so/xiaoshuo/11122.html, 2137字, 连载中
 仙人,科幻小说,重生之神级大富豪,x.htm,http://www.23us.so/xiaoshuo/2714.html, 619字, 连载中
 欧阳晕,科幻小说,极限武尊,x.htm,http://www.23us.so/xiaoshuo/2260.html, 2805字, 连载中
 抖M殿下,科幻小说,能力凭租契约,x.htm,http://www.23us.so/xiaoshuo/1923.html, 2735字, 连载中
 光暗天平,科幻小说,至尊武灵,x.htm,http://www.23us.so/xiaoshuo/253.html, 6039字, 连载中
 沐日海洋,科幻小说,与病毒同行,x.htm,http://www.23us.so/xiaoshuo/2990.html, 4136字, 连载中
 血战,科幻小说,位面养成系统,x.htm,http://www.23us.so/xiaoshuo/1980.html, 8036字, 连载中
 燃烧的霜雪,科幻小说,末日前行,x.htm,http://www.23us.so/xiaoshuo/9723.html, 5918字, 连载中
 断九霄,科幻小说,墓经,x.htm,http://www.23us.so/xiaoshuo/11147.html, 2717字, 连载中
 八云家的夜鸦,科幻小说,八云家的大少爷,x.htm,http://www.23us.so/xiaoshuo/515.html, 5597字, 连载中
 陈爱庭,科幻小说,足球豪门,x.htm,http://www.23us.so/xiaoshuo/228.html, 4991字, 连载中
 一天瘦一斤,科幻小说,屠神游戏,x.htm,http://www.23us.so/xiaoshuo/1386.html, 364741字, 连载中
 你要卡宴,科幻小说,龙骸战神,x.htm,http://www.23us.so/xiaoshuo/9463.html, 214844字, 连载中
 雁南飞鹰,科幻小说,神探花燕红,x.htm,http://www.23us.so/xiaoshuo/1752.html, 2462字, 连载中
 巫小五,科幻小说,网游之幻世神偷,x.htm,http://www.23us.so/xiaoshuo/2959.html, 2817字, 连载中
 巫小五,科幻小说,植物人玩网游,x.htm,http://www.23us.so/xiaoshuo/288.html, 6864字, 连载中
 伊秋枫,科幻小说,都市之全能奇才,x.htm,http://www.23us.so/xiaoshuo/155.html, 3912字, 连载中
 十三菩提,科幻小说,再进化,x.htm,http://www.23us.so/xiaoshuo/6746.html, 6908字, 连载中
 烟山客,科幻小说,无尽天择,x.htm,http://www.23us.so/xiaoshuo/1468.html, 3636字, 连载中
 江氏储君,科幻小说,最终之城,x.htm,http://www.23us.so/xiaoshuo/11708.html, 1185字, 连载中
 金沙流水,科幻小说,星际之最强霸主,x.htm,http://www.23us.so/xiaoshuo/4386.html, 6527字, 连载中
 九片竹叶,科幻小说,死亡女神,x.htm,http://www.23us.so/xiaoshuo/11692.html, 4358字, 连载中
 纪归墟,科幻小说,漫威世界大暴走,x.htm,http://www.23us.so/xiaoshuo/10102.html, 2154字, 连载中
 狂潮大队长,科幻小说,时空军火商,x.htm,http://www.23us.so/xiaoshuo/424.html, 3478字, 连载中
 笑南风,科幻小说,全职业武神,x.htm,http://www.23us.so/xiaoshuo/2448.html, 2694字, 连载中
 梦狂风,科幻小说,地球试炼场,x.htm,http://www.23us.so/xiaoshuo/10825.html, 5654字, 连载中
 无色刀,科幻小说,位面匪徒,x.htm,http://www.23us.so/xiaoshuo/1078.html, 5102字, 连载中
 华丽的虚伪,科幻小说,末世之热血传奇,x.htm,http://www.23us.so/xiaoshuo/6405.html, 3485字, 连载中
 王袍,科幻小说,星河霸血,x.htm,http://www.23us.so/xiaoshuo/1751.html, 3882字, 连载中
 鱼儿小小,科幻小说,机甲大天王,x.htm,http://www.23us.so/xiaoshuo/1976.html, 1000字, 连载中
 鱼儿小小,科幻小说,极品兵神,x.htm,http://www.23us.so/xiaoshuo/971.html, 2000字, 连载中
 迷茫的蛇,科幻小说,魔幻版主神成长日志,x.htm,http://www.23us.so/xiaoshuo/3818.html, 6160字, 连载中
 千山尽,科幻小说,末世江湖行,x.htm,http://www.23us.so/xiaoshuo/1836.html, 1000字, 连载中
 天国的节操君,科幻小说,某死骑的位面监察员,x.htm,http://www.23us.so/xiaoshuo/11661.html, 2474字, 连载中
 未褪秋色,科幻小说,神盾局叛徒,x.htm,http://www.23us.so/xiaoshuo/905.html, 2198字, 连载中
 买醉的玩偶,科幻小说,无尽攻略系统,x.htm,http://www.23us.so/xiaoshuo/2053.html, 461字, 连载中
 清空物理,科幻小说,末日巫术师,x.htm,http://www.23us.so/xiaoshuo/2122.html, 2494字, 连载中
 伤心的小丑,科幻小说,我的穿越异能,x.htm,http://www.23us.so/xiaoshuo/2160.html, 1000字, 连载中
 我是唐僧我不骑白马,科幻小说,入侵型月,x.htm,http://www.23us.so/xiaoshuo/416.html, 10210字, 连载中
 多笑天,科幻小说,妙手天医在都市,x.htm,http://www.23us.so/xiaoshuo/806.html, 3876字, 连载中
 飞翔的蔷薇,科幻小说,末世小人物,x.htm,http://www.23us.so/xiaoshuo/8802.html, 3636字, 连载中
 吉言沉,科幻小说,一代仙娇,x.htm,http://www.23us.so/xiaoshuo/8046.html, 2296字, 连载中
 放开我让她来,科幻小说,漫威世界里的神雕,x.htm,http://www.23us.so/xiaoshuo/8658.html, 12691字, 连载中
 耳火大帝,科幻小说,单机版山寨主神,x.htm,http://www.23us.so/xiaoshuo/7862.html, 3678字, 完本
 南梦叶,科幻小说,进击的NPC,x.htm,http://www.23us.so/xiaoshuo/4180.html, 2480字, 连载中
 虚幻漫步,科幻小说,无限杯花样作死大赛,x.htm,http://www.23us.so/xiaoshuo/1641.html, 497字, 连载中
 手凉骑士,科幻小说,暗黑启示录,x.htm,http://www.23us.so/xiaoshuo/5391.html, 5505字, 连载中
 mango珊珊,科幻小说,修真漫途,x.htm,http://www.23us.so/xiaoshuo/3118.html, 54217字, 连载中
 九茗,科幻小说,星际之超级市场,x.htm,http://www.23us.so/xiaoshuo/5968.html, 9756字, 连载中
 骑驴作战,科幻小说,末世之虫族帝君,x.htm,http://www.23us.so/xiaoshuo/4187.html, 1000字, 连载中
 妖怪小老头,科幻小说,影视纵横者,x.htm,http://www.23us.so/xiaoshuo/6798.html, 5286字, 连载中
 秒速九光年,科幻小说,超级基因装甲,x.htm,http://www.23us.so/xiaoshuo/2026.html, 5917字, 连载中
 索索咬豚豚,科幻小说,在异次元的生存游戏岛,x.htm,http://www.23us.so/xiaoshuo/1702.html, 6448字, 连载中
 神奇键盘,科幻小说,竖瞳,x.htm,http://www.23us.so/xiaoshuo/294.html, 3180字, 连载中
 何道长,科幻小说,网游之我是终极大BOSS,x.htm,http://www.23us.so/xiaoshuo/4199.html, 5225字, 连载中
 终级BOSS飞,科幻小说,无限归来之悠闲人生,x.htm,http://www.23us.so/xiaoshuo/4128.html, 2383字, 连载中
 隐语者,科幻小说,一击魔法师,x.htm,http://www.23us.so/xiaoshuo/3812.html, 1472823字, 连载中
 詹步,科幻小说,我有个末世世界,x.htm,http://www.23us.so/xiaoshuo/2579.html, 2560字, 连载中
 懒得不想码字,科幻小说,无限的大冒险,x.htm,http://www.23us.so/xiaoshuo/2667.html, 2142字, 连载中
 凤岐,科幻小说,天启镇魂曲,x.htm,http://www.23us.so/xiaoshuo/3554.html, 4663字, 连载中
 柠檬去,科幻小说,末世兑换高手,x.htm,http://www.23us.so/xiaoshuo/10970.html, 2952字, 连载中
 真言之道,科幻小说,电影世界神级龙套,x.htm,http://www.23us.so/xiaoshuo/4406.html, 3210字, 连载中
 六划先生,科幻小说,超警,x.htm,http://www.23us.so/xiaoshuo/729.html, 3503字, 连载中
 细尘难防,科幻小说,机器警察,x.htm,http://www.23us.so/xiaoshuo/6471.html, 138813字, 连载中
 漫茶,科幻小说,最强动漫系统,x.htm,http://www.23us.so/xiaoshuo/8260.html, 2445字, 连载中
 路过的穿越者,科幻小说,穿越者事务所,x.htm,http://www.23us.so/xiaoshuo/405.html, 1000字, 连载中
 念夫子,科幻小说,星际萌夫,x.htm,http://www.23us.so/xiaoshuo/4374.html, 3617字, 连载中
 不吐泡泡鱼,科幻小说,无限之虫族降临,x.htm,http://www.23us.so/xiaoshuo/7224.html, 3415字, 连载中
 海哥栗子,科幻小说,城战系统,x.htm,http://www.23us.so/xiaoshuo/1606.html, 0字, 连载中
 情终流水,科幻小说,星河巫妖,x.htm,http://www.23us.so/xiaoshuo/2133.html, 2530字, 连载中
 otakumimi,科幻小说,穿越世界的技术宅,x.htm,http://www.23us.so/xiaoshuo/6784.html, 2665字, 连载中
 星辰飞猫,科幻小说,换斗星辰,x.htm,http://www.23us.so/xiaoshuo/2107.html, 2877字, 连载中
