author,category,name,name_id,novelurl,serialnumber,serialstatus
 罗原,玄幻魔法,穿越之再起风云,x.htm,http://www.23us.so/xiaoshuo/3722.html, 0字, 连载中
 祸人,玄幻魔法,异界第一坑,x.htm,http://www.23us.so/xiaoshuo/7106.html, 0字, 连载中
 水深龙灵,玄幻魔法,宇宙世主,x.htm,http://www.23us.so/xiaoshuo/6022.html, 0字, 连载中
 潇潇慕雨,玄幻魔法,重生之邪医修罗,x.htm,http://www.23us.so/xiaoshuo/8962.html, 0字, 连载中
 海魂叶,玄幻魔法,魂阵师,x.htm,http://www.23us.so/xiaoshuo/10159.html, 0字, 连载中
 沉落处,玄幻魔法,符文苍穹,x.htm,http://www.23us.so/xiaoshuo/10278.html, 0字, 连载中
 文若初,玄幻魔法,三界代理商,x.htm,http://www.23us.so/xiaoshuo/9856.html, 0字, 连载中
 方丹,玄幻魔法,夺魄天际,x.htm,http://www.23us.so/xiaoshuo/535.html, 0字, 连载中
 葁辣,玄幻魔法,反派驯养日记,x.htm,http://www.23us.so/xiaoshuo/5485.html, 0字, 连载中
 怀素修心,玄幻魔法,血族僵尸,x.htm,http://www.23us.so/xiaoshuo/4770.html, 0字, 连载中
 念追风,玄幻魔法,无上荒神,x.htm,http://www.23us.so/xiaoshuo/6560.html, 0字, 连载中
 洛克李,玄幻魔法,不败魔神,x.htm,http://www.23us.so/xiaoshuo/2868.html, 0字, 连载中
 狼番长,玄幻魔法,一语封神,x.htm,http://www.23us.so/xiaoshuo/10007.html, 0字, 连载中
 林家三少爷,玄幻魔法,太古血歌,x.htm,http://www.23us.so/xiaoshuo/8771.html, 0字, 连载中
 三二之少,玄幻魔法,都市游戏修真,x.htm,http://www.23us.so/xiaoshuo/237.html, 0字, 连载中
 八两烧刀子,玄幻魔法,神话来袭,x.htm,http://www.23us.so/xiaoshuo/2865.html, 0字, 连载中
 一本烂书,玄幻魔法,擒魔记,x.htm,http://www.23us.so/xiaoshuo/5021.html, 0字, 连载中
 逆转天蓝,玄幻魔法,拳魔邪灵,x.htm,http://www.23us.so/xiaoshuo/293.html, 0字, 连载中
 氘川,玄幻魔法,地狱归来,x.htm,http://www.23us.so/xiaoshuo/7448.html, 0字, 连载中
 小小强的,玄幻魔法,武之神魔,x.htm,http://www.23us.so/xiaoshuo/800.html, 0字, 连载中
 狂暴的土豆,玄幻魔法,无限穿越在二次元,x.htm,http://www.23us.so/xiaoshuo/8790.html, 0字, 连载中
 创,玄幻魔法,我的宠物都是美少女,x.htm,http://www.23us.so/xiaoshuo/3917.html, 0字, 连载中
 听听那雨,玄幻魔法,倾覆苍穹,x.htm,http://www.23us.so/xiaoshuo/750.html, 0字, 连载中
 龙桥墨轩,玄幻魔法,裂神传,x.htm,http://www.23us.so/xiaoshuo/3017.html, 0字, 连载中
 遗澈,玄幻魔法,天寻仙觅,x.htm,http://www.23us.so/xiaoshuo/811.html, 0字, 连载中
 胡说八刀,玄幻魔法,万道主宰,x.htm,http://www.23us.so/xiaoshuo/7875.html, 0字, 连载中
 无聊囧人,玄幻魔法,丘比大人的契约魔法,x.htm,http://www.23us.so/xiaoshuo/6957.html, 0字, 连载中
 辛白,玄幻魔法,都市妖战,x.htm,http://www.23us.so/xiaoshuo/10253.html, 0字, 连载中
 夏小菲,玄幻魔法,浮生尽之倾君如梦,x.htm,http://www.23us.so/xiaoshuo/9313.html, 0字, 连载中
 木槿鱼,玄幻魔法,魔女为邻,x.htm,http://www.23us.so/xiaoshuo/6256.html, 0字, 连载中
 最终棋子,玄幻魔法,萝莉巨龙的冰之守护,x.htm,http://www.23us.so/xiaoshuo/284.html, 0字, 连载中
 芹菜兄,玄幻魔法,霸者无双,x.htm,http://www.23us.so/xiaoshuo/1595.html, 0字, 连载中
 赵子谋,玄幻魔法,玄天神魄,x.htm,http://www.23us.so/xiaoshuo/6914.html, 0字, 连载中
 无名心,玄幻魔法,世纪神,x.htm,http://www.23us.so/xiaoshuo/9925.html, 0字, 连载中
 酷匠网危机大气,玄幻魔法,逆神游戏,x.htm,http://www.23us.so/xiaoshuo/9926.html, 0字, 连载中
 欧阳磊落,玄幻魔法,雷动天域,x.htm,http://www.23us.so/xiaoshuo/9987.html, 0字, 连载中
 暗之影杀,玄幻魔法,玄幻星辰,x.htm,http://www.23us.so/xiaoshuo/1788.html, 0字, 连载中
 星河神王,玄幻魔法,异世之武神天下,x.htm,http://www.23us.so/xiaoshuo/755.html, 0字, 连载中
 武德猫,玄幻魔法,神域之灵,x.htm,http://www.23us.so/xiaoshuo/7978.html, 0字, 连载中
 司空良人,玄幻魔法,缥缈封神录,x.htm,http://www.23us.so/xiaoshuo/5060.html, 0字, 连载中
 黑岩堕翼,玄幻魔法,血魔传说1：dis,x.htm,http://www.23us.so/xiaoshuo/7170.html, 0字, 连载中
 另一半翅膀,玄幻魔法,无限之巅峰之道,x.htm,http://www.23us.so/xiaoshuo/7571.html, 0字, 连载中
 酷匠网暗夜&amp;黑喵,玄幻魔法,血·恋歌之泪,x.htm,http://www.23us.so/xiaoshuo/6923.html, 0字, 连载中
 龙桥墨轩,玄幻魔法,《裂神传》,x.htm,http://www.23us.so/xiaoshuo/3014.html, 0字, 连载中
 寡人不是面瘫,玄幻魔法,百兵尊主,x.htm,http://www.23us.so/xiaoshuo/4340.html, 0字, 连载中
 寂寞的青菜,玄幻魔法,死神训练营,x.htm,http://www.23us.so/xiaoshuo/3062.html, 0字, 连载中
 小小政,玄幻魔法,洪荒剑画,x.htm,http://www.23us.so/xiaoshuo/1257.html, 0字, 连载中
 黑色莽巴,玄幻魔法,武猴,x.htm,http://www.23us.so/xiaoshuo/7273.html, 0字, 连载中
 怪我过分美丽,玄幻魔法,项羽重生在校园,x.htm,http://www.23us.so/xiaoshuo/7275.html, 0字, 连载中
 矮纸斜行,玄幻魔法,帝演录之落羽,x.htm,http://www.23us.so/xiaoshuo/4030.html, 0字, 连载中
 菠萝吹血,玄幻魔法,异界之悟空传,x.htm,http://www.23us.so/xiaoshuo/5299.html, 0字, 连载中
 莫离笑,玄幻魔法,灵穹破,x.htm,http://www.23us.so/xiaoshuo/6545.html, 0字, 连载中
 瓷铭,玄幻魔法,万古道帝,x.htm,http://www.23us.so/xiaoshuo/3756.html, 0字, 连载中
 少徒,玄幻魔法,傲视暗夜,x.htm,http://www.23us.so/xiaoshuo/630.html, 0字, 连载中
 归骑,玄幻魔法,都市弃少修炼系统,x.htm,http://www.23us.so/xiaoshuo/3050.html, 0字, 连载中
 小火炖冰块,玄幻魔法,上苍界,x.htm,http://www.23us.so/xiaoshuo/9593.html, 0字, 连载中
 墨痕八舞,玄幻魔法,武道惊鸿,x.htm,http://www.23us.so/xiaoshuo/375.html, 0字, 连载中
 浅色记忆,玄幻魔法,腐女来袭，美男快到碗里来！,x.htm,http://www.23us.so/xiaoshuo/1985.html, 0字, 连载中
 九发子弹,玄幻魔法,逆天绝帝,x.htm,http://www.23us.so/xiaoshuo/9678.html, 0字, 连载中
 桃小毛,玄幻魔法,裁决者,x.htm,http://www.23us.so/xiaoshuo/8659.html, 0字, 连载中
 黑岩大大酱油党,玄幻魔法,超神学院,x.htm,http://www.23us.so/xiaoshuo/3654.html, 0字, 连载中
 林泽爱,玄幻魔法,僵尸男友,x.htm,http://www.23us.so/xiaoshuo/8627.html, 0字, 连载中
 Roy1048,玄幻魔法,夜天的乐章,x.htm,http://www.23us.so/xiaoshuo/7561.html, 0字, 连载中
 单程人生,玄幻魔法,印破天穹,x.htm,http://www.23us.so/xiaoshuo/9337.html, 0字, 连载中
 北冥之光,玄幻魔法,九星凌天传,x.htm,http://www.23us.so/xiaoshuo/1211.html, 0字, 连载中
 神之萧遥,玄幻魔法,御火万里之成神之路,x.htm,http://www.23us.so/xiaoshuo/5115.html, 0字, 连载中
 厄运大师,玄幻魔法,破瘴,x.htm,http://www.23us.so/xiaoshuo/8678.html, 0字, 连载中
 尘心仙子,玄幻魔法,农家小泼妇,x.htm,http://www.23us.so/xiaoshuo/5787.html, 0字, 连载中
 借剑,玄幻魔法,震苍穹,x.htm,http://www.23us.so/xiaoshuo/1016.html, 0字, 连载中
 小以巴狼,玄幻魔法,主站测试作品2,x.htm,http://www.23us.so/xiaoshuo/8981.html, 0字, 连载中
 沁云轩,玄幻魔法,轩世,x.htm,http://www.23us.so/xiaoshuo/3659.html, 0字, 连载中
 金大,玄幻魔法,睡住不放,x.htm,http://www.23us.so/xiaoshuo/8995.html, 0字, 连载中
 酷匠网勉强,玄幻魔法,阵炼师,x.htm,http://www.23us.so/xiaoshuo/8642.html, 0字, 连载中
 酷匠网勉强,玄幻魔法,永恒之血,x.htm,http://www.23us.so/xiaoshuo/5913.html, 0字, 连载中
 小酒浅酌,玄幻魔法,吴半仙,x.htm,http://www.23us.so/xiaoshuo/367.html, 0字, 连载中
 疯儒,玄幻魔法,极品老婆无赖汉,x.htm,http://www.23us.so/xiaoshuo/3752.html, 0字, 连载中
 想成神,玄幻魔法,超级恶魔系统,x.htm,http://www.23us.so/xiaoshuo/132.html, 0字, 连载中
 暗流成河,玄幻魔法,科技探宝王,x.htm,http://www.23us.so/xiaoshuo/8536.html, 0字, 连载中
 酷匠网轩辕七杀,玄幻魔法,帝皇崛起之路,x.htm,http://www.23us.so/xiaoshuo/1886.html, 0字, 连载中
 笔落惆怅,玄幻魔法,逆冲九霄,x.htm,http://www.23us.so/xiaoshuo/8606.html, 0字, 连载中
 转运猪,玄幻魔法,神女战典,x.htm,http://www.23us.so/xiaoshuo/2326.html, 0字, 连载中
 木木凌洛,玄幻魔法,破乱大陆,x.htm,http://www.23us.so/xiaoshuo/6148.html, 0字, 连载中
 寻醉,玄幻魔法,梦魔大人，天亮请滚,x.htm,http://www.23us.so/xiaoshuo/5623.html, 0字, 连载中
 少黎,玄幻魔法,火影系统异界纵横,x.htm,http://www.23us.so/xiaoshuo/5771.html, 0字, 连载中
 鬼十则,玄幻魔法,三鲜简报,x.htm,http://www.23us.so/xiaoshuo/4797.html, 0字, 连载中
 小小小天行,玄幻魔法,九火炎神,x.htm,http://www.23us.so/xiaoshuo/3948.html, 0字, 连载中
 芷步流年,玄幻魔法,双鸢记,x.htm,http://www.23us.so/xiaoshuo/4899.html, 0字, 连载中
 板牙兔,玄幻魔法,天域武尊,x.htm,http://www.23us.so/xiaoshuo/7146.html, 0字, 连载中
 轩辕曦月,玄幻魔法,封仙域,x.htm,http://www.23us.so/xiaoshuo/8014.html, 0字, 连载中
 凌寒小星,玄幻魔法,八象天心诀之人皇,x.htm,http://www.23us.so/xiaoshuo/6483.html, 0字, 连载中
 千里败笔,玄幻魔法,逍临天下,x.htm,http://www.23us.so/xiaoshuo/1834.html, 0字, 连载中
 六合木木,玄幻魔法,权倾天下,x.htm,http://www.23us.so/xiaoshuo/1181.html, 0字, 连载中
 荷叶,玄幻魔法,精灵帝国,x.htm,http://www.23us.so/xiaoshuo/7879.html, 0字, 连载中
 风火雷电心,玄幻魔法,九龙战纪,x.htm,http://www.23us.so/xiaoshuo/8069.html, 0字, 连载中
 金婵客,玄幻魔法,击爆星云,x.htm,http://www.23us.so/xiaoshuo/8062.html, 0字, 连载中
 学长,玄幻魔法,我的世界,x.htm,http://www.23us.so/xiaoshuo/3388.html, 0字, 连载中
 青棘,玄幻魔法,气运之王,x.htm,http://www.23us.so/xiaoshuo/8104.html, 0字, 连载中
 悼念贞操,玄幻魔法,武玄法战记,x.htm,http://www.23us.so/xiaoshuo/3369.html, 0字, 连载中
 陨星,玄幻魔法,九灵化神诀,x.htm,http://www.23us.so/xiaoshuo/7725.html, 0字, 连载中
 扶摇枝,玄幻魔法,亢龙有悔,x.htm,http://www.23us.so/xiaoshuo/7726.html, 0字, 连载中
 月希,玄幻魔法,幻之象,x.htm,http://www.23us.so/xiaoshuo/534.html, 0字, 连载中
 雨檐别,玄幻魔法,仙谪临尘,x.htm,http://www.23us.so/xiaoshuo/3085.html, 0字, 连载中
 测试笔名,玄幻魔法,api测试添加新书6,x.htm,http://www.23us.so/xiaoshuo/7774.html, 0字, 连载中
 酷匠网岑牧白,玄幻魔法,我本自在,x.htm,http://www.23us.so/xiaoshuo/7776.html, 0字, 连载中
 酷匠网暮色挽歌,玄幻魔法,墨纹骑士录,x.htm,http://www.23us.so/xiaoshuo/6178.html, 0字, 连载中
 静官,玄幻魔法,兽血沸腾2,x.htm,http://www.23us.so/xiaoshuo/348.html, 0字, 连载中
 碎在手心的阳光,玄幻魔法,辣手医仙,x.htm,http://www.23us.so/xiaoshuo/7335.html, 0字, 连载中
 哀亭中人,玄幻魔法,星辰唤天路,x.htm,http://www.23us.so/xiaoshuo/6768.html, 0字, 连载中
 天火之狼,玄幻魔法,绝世武尊之龙魄传承,x.htm,http://www.23us.so/xiaoshuo/7414.html, 0字, 连载中
 手中无戒,玄幻魔法,天释仙道,x.htm,http://www.23us.so/xiaoshuo/5205.html, 0字, 连载中
 青丘的夜,玄幻魔法,龙武士,x.htm,http://www.23us.so/xiaoshuo/6881.html, 0字, 连载中
 炽热白雪,玄幻魔法,男巫的征途,x.htm,http://www.23us.so/xiaoshuo/7465.html, 0字, 连载中
 轻梦星舞,玄幻魔法,九州之路,x.htm,http://www.23us.so/xiaoshuo/652.html, 0字, 连载中
 今生无戏,玄幻魔法,战耀九天,x.htm,http://www.23us.so/xiaoshuo/6726.html, 0字, 完本
 山河大家,玄幻魔法,至尊剑途,x.htm,http://www.23us.so/xiaoshuo/4171.html, 0字, 连载中
 神公子,玄幻魔法,末世之黑暗领主,x.htm,http://www.23us.so/xiaoshuo/2363.html, 0字, 连载中
 酷匠网冰汤葫芦,玄幻魔法,混沌武帝,x.htm,http://www.23us.so/xiaoshuo/6915.html, 0字, 连载中
 一半甜,玄幻魔法,血铸长歌,x.htm,http://www.23us.so/xiaoshuo/3010.html, 0字, 连载中
 苍松老人,玄幻魔法,天玄火神君,x.htm,http://www.23us.so/xiaoshuo/1651.html, 0字, 连载中
 赤千秋,玄幻魔法,唯我千秋,x.htm,http://www.23us.so/xiaoshuo/5580.html, 0字, 连载中
 永戒,玄幻魔法,傲世仙医,x.htm,http://www.23us.so/xiaoshuo/5613.html, 0字, 连载中
 狐小非,玄幻魔法,我的女仆叫艾希,x.htm,http://www.23us.so/xiaoshuo/3578.html, 0字, 连载中
 左丘展迟,玄幻魔法,士方的妹控养成计划,x.htm,http://www.23us.so/xiaoshuo/5505.html, 0字, 连载中
 东风铜雀,玄幻魔法,圣警,x.htm,http://www.23us.so/xiaoshuo/3789.html, 0字, 连载中
 华洛,玄幻魔法,异界求生日记,x.htm,http://www.23us.so/xiaoshuo/6140.html, 0字, 连载中
 华一生,玄幻魔法,剑烽,x.htm,http://www.23us.so/xiaoshuo/6213.html, 0字, 连载中
 有一只鳄鱼,玄幻魔法,良家毒女,x.htm,http://www.23us.so/xiaoshuo/5327.html, 0字, 连载中
 柳玉玺,玄幻魔法,都市异能特种兵,x.htm,http://www.23us.so/xiaoshuo/6251.html, 0字, 连载中
 北天星宿,玄幻魔法,命运程式,x.htm,http://www.23us.so/xiaoshuo/4764.html, 6633字, 连载中
 山鬼子泫,玄幻魔法,牧光者,x.htm,http://www.23us.so/xiaoshuo/9003.html, 8727字, 连载中
 彦之,玄幻魔法,阳世鬼差,x.htm,http://www.23us.so/xiaoshuo/911.html, 3789字, 连载中
 江城以南,玄幻魔法,问鼎掌控,x.htm,http://www.23us.so/xiaoshuo/1266.html, 1745字, 连载中
 八两烧刀子,玄幻魔法,史上最强宗主,x.htm,http://www.23us.so/xiaoshuo/2367.html, 3770字, 连载中
 柠檬蜂蜜来一杯,玄幻魔法,涅盘重生之南明离火,x.htm,http://www.23us.so/xiaoshuo/11345.html, 173797字, 连载中
 冰雨少年,玄幻魔法,玄幻医生,x.htm,http://www.23us.so/xiaoshuo/9873.html, 2351字, 连载中
 浪子鬼道,玄幻魔法,碎翼龙袍,x.htm,http://www.23us.so/xiaoshuo/7088.html, 50226字, 连载中
 PD涛,玄幻魔法,魔倦,x.htm,http://www.23us.so/xiaoshuo/9073.html, 2588字, 连载中
 紫梦幽龙,玄幻魔法,赶尸道长,x.htm,http://www.23us.so/xiaoshuo/3242.html, 3509字, 连载中
 生欢,玄幻魔法,原罪未央,x.htm,http://www.23us.so/xiaoshuo/9893.html, 2478字, 连载中
 脚头坝,玄幻魔法,逆天夺运,x.htm,http://www.23us.so/xiaoshuo/4288.html, 3568字, 连载中
 吚哇伊,玄幻魔法,女配仙途浩瀚,x.htm,http://www.23us.so/xiaoshuo/8244.html, 3035字, 连载中
 星陨隐辉,玄幻魔法,时之两端,x.htm,http://www.23us.so/xiaoshuo/10619.html, 15564字, 连载中
 蔸芽,玄幻魔法,重生之遇到忠犬,x.htm,http://www.23us.so/xiaoshuo/4653.html, 552字, 连载中
 暮雨晨风,玄幻魔法,巅峰神座,x.htm,http://www.23us.so/xiaoshuo/4990.html, 9027字, 连载中
 叶仙冥,玄幻魔法,古道葬天,x.htm,http://www.23us.so/xiaoshuo/11896.html, 55865字, 连载中
 孤风一梦,玄幻魔法,幻灭无间,x.htm,http://www.23us.so/xiaoshuo/5258.html, 20204字, 连载中
 青巢皇帝,玄幻魔法,平行世界里的女孩们,x.htm,http://www.23us.so/xiaoshuo/1781.html, 1789字, 连载中
 冰河小白,玄幻魔法,魔翎异闻录,x.htm,http://www.23us.so/xiaoshuo/4013.html, 3422字, 连载中
 成风飘逸,玄幻魔法,极帝风云,x.htm,http://www.23us.so/xiaoshuo/1912.html, 3973字, 连载中
 零下九十度,玄幻魔法,诛天图,x.htm,http://www.23us.so/xiaoshuo/743.html, 1437字, 连载中
 夏颉,玄幻魔法,九界封尊,x.htm,http://www.23us.so/xiaoshuo/5236.html, 29135字, 连载中
 古轩子,玄幻魔法,逆天悟道录,x.htm,http://www.23us.so/xiaoshuo/4987.html, 2478字, 连载中
 淋羽伊,玄幻魔法,魔纹道,x.htm,http://www.23us.so/xiaoshuo/7310.html, 11530字, 连载中
 八月懒蛇,玄幻魔法,超级制服,x.htm,http://www.23us.so/xiaoshuo/969.html, 3766字, 连载中
 黄羽,玄幻魔法,我若征天,x.htm,http://www.23us.so/xiaoshuo/3343.html, 2469字, 连载中
 烁土,玄幻魔法,噬天仙皇,x.htm,http://www.23us.so/xiaoshuo/9435.html, 6192字, 连载中
 情殇孤月,玄幻魔法,末道天尊,x.htm,http://www.23us.so/xiaoshuo/6856.html, 12374字, 连载中
 Vcery,玄幻魔法,追梦三部曲,x.htm,http://www.23us.so/xiaoshuo/10644.html, 1806字, 连载中
 古月老人,玄幻魔法,万灵大陆,x.htm,http://www.23us.so/xiaoshuo/11137.html, 3378字, 连载中
 我是尔阳,玄幻魔法,长河内外,x.htm,http://www.23us.so/xiaoshuo/5242.html, 71873字, 连载中
 窥道,玄幻魔法,武逆天地,x.htm,http://www.23us.so/xiaoshuo/9529.html, 2705字, 连载中
 翠花,玄幻魔法,龙血神皇,x.htm,http://www.23us.so/xiaoshuo/3225.html, 2253字, 连载中
 五月初七year,玄幻魔法,异界之魂宠师,x.htm,http://www.23us.so/xiaoshuo/11450.html, 3137字, 连载中
 奇语者,玄幻魔法,御天纪,x.htm,http://www.23us.so/xiaoshuo/2479.html, 32504字, 连载中
 紫夜血花,玄幻魔法,龙象神皇,x.htm,http://www.23us.so/xiaoshuo/1353.html, 4943字, 连载中
 刘争阳,玄幻魔法,摘星,x.htm,http://www.23us.so/xiaoshuo/3076.html, 708字, 连载中
 胡人虬髯,玄幻魔法,杀破狼之武炼天荒,x.htm,http://www.23us.so/xiaoshuo/8611.html, 3485字, 连载中
 恶魔月下月,玄幻魔法,零剑星之刻,x.htm,http://www.23us.so/xiaoshuo/5173.html, 54692字, 连载中
 妖怪的眼镜,玄幻魔法,通古天帝,x.htm,http://www.23us.so/xiaoshuo/8056.html, 11768字, 连载中
 热血雪人,玄幻魔法,天龙之我自逍遥,x.htm,http://www.23us.so/xiaoshuo/2111.html, 0字, 连载中
 糊涂咪咪,玄幻魔法,异宠,x.htm,http://www.23us.so/xiaoshuo/6817.html, 108857字, 连载中
 曲墨封,玄幻魔法,天下布武录,x.htm,http://www.23us.so/xiaoshuo/256.html, 3614字, 连载中
 火红玫瑰,玄幻魔法,执掌万古,x.htm,http://www.23us.so/xiaoshuo/2159.html, 796字, 连载中
 浅悠凉,玄幻魔法,血脉皇者,x.htm,http://www.23us.so/xiaoshuo/6786.html, 491642字, 连载中
 干煸鱿鱼须,玄幻魔法,莽荒王座,x.htm,http://www.23us.so/xiaoshuo/759.html, 0字, 连载中
 门才,玄幻魔法,重生魔法使,x.htm,http://www.23us.so/xiaoshuo/6500.html, 2822字, 连载中
 沐虎,玄幻魔法,重生是精灵,x.htm,http://www.23us.so/xiaoshuo/4055.html, 843字, 连载中
 青丝晨雪,玄幻魔法,龙渊成神记,x.htm,http://www.23us.so/xiaoshuo/6673.html, 7641字, 连载中
 龙青玄,玄幻魔法,武炼苍冥,x.htm,http://www.23us.so/xiaoshuo/11646.html, 5506字, 连载中
 风翔宇,玄幻魔法,万古天尊,x.htm,http://www.23us.so/xiaoshuo/953.html, 3785字, 连载中
 码字狂神,玄幻魔法,全职真仙,x.htm,http://www.23us.so/xiaoshuo/6139.html, 3219字, 连载中
 微微郁,玄幻魔法,九龙神珠之宇宙颠覆,x.htm,http://www.23us.so/xiaoshuo/3438.html, 2249字, 连载中
 牛五花,玄幻魔法,不败升级,x.htm,http://www.23us.so/xiaoshuo/727.html, 2151字, 连载中
 丹琪天下,玄幻魔法,带着写轮眼闯异界,x.htm,http://www.23us.so/xiaoshuo/4114.html, 4498字, 连载中
 梦非斯,玄幻魔法,斗战之武圣,x.htm,http://www.23us.so/xiaoshuo/2143.html, 4794字, 连载中
 半步沧桑,玄幻魔法,龙印战神,x.htm,http://www.23us.so/xiaoshuo/2998.html, 744字, 连载中
 半步沧桑,玄幻魔法,盖世战神,x.htm,http://www.23us.so/xiaoshuo/2985.html, 2845字, 连载中
 天涯何处觅知音,玄幻魔法,武之掌控,x.htm,http://www.23us.so/xiaoshuo/3127.html, 12875字, 连载中
 追梦凡尘,玄幻魔法,寻魔,x.htm,http://www.23us.so/xiaoshuo/10608.html, 4882字, 连载中
 李北羽,玄幻魔法,人生宛若梦幻,x.htm,http://www.23us.so/xiaoshuo/1476.html, 4159字, 连载中
 妖夜,玄幻魔法,焚天之怒,x.htm,http://www.23us.so/xiaoshuo/1671.html, 2462字, 连载中
 醉笑金,玄幻魔法,极品百鬼图,x.htm,http://www.23us.so/xiaoshuo/6042.html, 123字, 连载中
 独寒,玄幻魔法,异界兑换狂人,x.htm,http://www.23us.so/xiaoshuo/5983.html, 5945字, 连载中
 跳舞,玄幻魔法,恶魔法则,x.htm,http://www.23us.so/xiaoshuo/10740.html, 13843字, 连载中
 善良的蜜蜂,玄幻魔法,修罗战神,x.htm,http://www.23us.so/xiaoshuo/9317.html, 4763字, 连载中
 夜色访者,玄幻魔法,灵武九天,x.htm,http://www.23us.so/xiaoshuo/10969.html, 856009字, 连载中
 谢庄十三少,玄幻魔法,一品武神,x.htm,http://www.23us.so/xiaoshuo/2029.html, 914字, 连载中
 文学小小兵,玄幻魔法,最后的霸气,x.htm,http://www.23us.so/xiaoshuo/9356.html, 2993字, 连载中
 齐云山闲人,玄幻魔法,江湖方圆,x.htm,http://www.23us.so/xiaoshuo/1355.html, 3953字, 连载中
 天丛,玄幻魔法,诸葛孔明纵横异界,x.htm,http://www.23us.so/xiaoshuo/361.html, 11740字, 连载中
 大鱼头,玄幻魔法,异世丹尊,x.htm,http://www.23us.so/xiaoshuo/10046.html, 1525516字, 连载中
 高楼大厦,玄幻魔法,武帝,x.htm,http://www.23us.so/xiaoshuo/10773.html, 13618字, 连载中
 似雪A流年,玄幻魔法,深渊魔神,x.htm,http://www.23us.so/xiaoshuo/3652.html, 745字, 连载中
 尸口巾,玄幻魔法,剑极天下,x.htm,http://www.23us.so/xiaoshuo/2410.html, 5664字, 连载中
 我爱黄花白,玄幻魔法,武傲乾坤,x.htm,http://www.23us.so/xiaoshuo/287.html, 844字, 连载中
 小刀锋利,玄幻魔法,傲剑天穹,x.htm,http://www.23us.so/xiaoshuo/610.html, 928字, 连载中
 我就是龙,玄幻魔法,噬矿空间,x.htm,http://www.23us.so/xiaoshuo/6437.html, 4304字, 连载中
 落日之泪,玄幻魔法,传承基地,x.htm,http://www.23us.so/xiaoshuo/10751.html, 3569字, 连载中
 上将司令,玄幻魔法,丹火大道,x.htm,http://www.23us.so/xiaoshuo/9247.html, 4404字, 连载中
 满天五角星,玄幻魔法,修仙高手在都市,x.htm,http://www.23us.so/xiaoshuo/11658.html, 2937字, 连载中
 陈昭明,玄幻魔法,不灭邪尊,x.htm,http://www.23us.so/xiaoshuo/9505.html, 2989字, 连载中
 剑游太虚,玄幻魔法,剑道独尊,x.htm,http://www.23us.so/xiaoshuo/11158.html, 1000字, 连载中
 方想,玄幻魔法,不败战神,x.htm,http://www.23us.so/xiaoshuo/1694.html, 757字, 连载中
 十步行,玄幻魔法,人皇,x.htm,http://www.23us.so/xiaoshuo/10895.html, 0字, 连载中
 蚕茧里的牛,玄幻魔法,武极天下,x.htm,http://www.23us.so/xiaoshuo/1863.html, 2541字, 连载中
 淡定从容的某人,玄幻魔法,雄霸蛮荒,x.htm,http://www.23us.so/xiaoshuo/404.html, 4138字, 连载中
 六道沉沦,玄幻魔法,剑道独神,x.htm,http://www.23us.so/xiaoshuo/1695.html, 2457字, 连载中
 庄毕凡,玄幻魔法,末法王座,x.htm,http://www.23us.so/xiaoshuo/6017.html, 7029字, 连载中
 火树嘎嘎,玄幻魔法,丹武乾坤,x.htm,http://www.23us.so/xiaoshuo/1789.html, 4163字, 连载中
 皇甫奇,玄幻魔法,帝御山河,x.htm,http://www.23us.so/xiaoshuo/178.html, 6723字, 连载中
 一颗,玄幻魔法,神武八荒,x.htm,http://www.23us.so/xiaoshuo/8532.html, 936字, 连载中
 轮回石上,玄幻魔法,武道至圣,x.htm,http://www.23us.so/xiaoshuo/43.html, 128236字, 连载中
 风行者,玄幻魔法,火炼天穹,x.htm,http://www.23us.so/xiaoshuo/12225.html, 65536字, 连载中
 千军万马,玄幻魔法,美女的贴身狂兵,x.htm,http://www.23us.so/xiaoshuo/3523.html, 981858字, 连载中
 酷匠网张涧秋,玄幻魔法,武逆神荒,x.htm,http://www.23us.so/xiaoshuo/8656.html, 1139238字, 连载中
 纳兰康成,玄幻魔法,掌御万界,x.htm,http://www.23us.so/xiaoshuo/2372.html, 5604字, 连载中
 血色铁沙,玄幻魔法,武傲苍穹,x.htm,http://www.23us.so/xiaoshuo/3437.html, 15285字, 连载中
 冰神子,玄幻魔法,冰封神系,x.htm,http://www.23us.so/xiaoshuo/3576.html, 69348字, 连载中
 霸天,玄幻魔法,焚灭天穹,x.htm,http://www.23us.so/xiaoshuo/11501.html, 200425字, 连载中
 凌天旭日,玄幻魔法,冰霜王者,x.htm,http://www.23us.so/xiaoshuo/7793.html, 10570字, 连载中
 贺某人,玄幻魔法,驭剑长歌,x.htm,http://www.23us.so/xiaoshuo/5055.html, 277619字, 连载中
 苏打熊,玄幻魔法,王者的武器,x.htm,http://www.23us.so/xiaoshuo/4353.html, 3378字, 连载中
 苏打熊,玄幻魔法,神魂猎器师,x.htm,http://www.23us.so/xiaoshuo/4351.html, 3378字, 连载中
 水尚浅,玄幻魔法,葬天绝仙,x.htm,http://www.23us.so/xiaoshuo/5329.html, 3958字, 连载中
 黑白页,玄幻魔法,巅峰之门,x.htm,http://www.23us.so/xiaoshuo/3969.html, 3780字, 连载中
 逆流鱼儿,玄幻魔法,绝世书仙,x.htm,http://www.23us.so/xiaoshuo/4181.html, 17775字, 连载中
